content,explanation
तस्य तद्वचनं श्रुत्वा लक्ष्मणो रामचोदितः।आचचक्षे महात्मानं रामं दशरथात्मजम्4.4.5।।,"Having listened to Hanuman, and urged by Rama, Lakshmana told him about the great Rama, son of Dasaratha."
राजा दशरथो नाम द्युतिमान्धर्मवत्सलः।चातुर्वर्ण्यं स्वधर्मेण नित्यमेवाभ्यपालयत्4.4.6।।,
न द्वेष्टा विद्यते तस्य न च स द्वेष्टि कञ्चन।स च सर्वेषु भूतेषु पितामह इवापरः4.4.7।।अग्निष्टोमादिभिर्यज्ञैरिष्टवानाप्तदक्षिणैः।,"'He never hated any one nor did any one ever hate him. To all his subjects, he was like another father, the Creator Brahma. And he was generous in giving gifts while performing yajnas (rituals with fire) like Agnistoma."
तस्यायं पूर्वजः पुत्रो रामो नाम जनैः श्रुतः।।4.4.8।।शरण्यस्सर्वभूतानां पितुर्निर्देशपारगः।,"'Here is his eldest son, popularly known as Rama. He is the protector of all beings and never failed his father's instructions."
वीरो दशरथस्यायं पुत्राणां गुणवत्तमः।।4.4.9।।राजलक्षणसम्पन्नस्सम्युक्तो राजसम्पदा।राज्याद्भ्रष्टो वने वस्तुं मया सार्धमिहागतः4.4.10।।,
भार्यया च महातेजास्सीतयाऽनुगतो वशी।दिनक्षये महातेजाः प्रभयेव दिवाकरः4.4.11।।,"'This glorious Rama was followed by his wife, Sita, like the rays of the effulgent Sun follow him to the end of the day."
अहमस्यावरो भ्राता गुणैर्दास्यमुपागतः।कृतज्ञस्य बहुज्ञस्य लक्ष्मणो नाम नामतः4.4.12।।,"'I am his younger brother, called Lakshmana. I have accepted the service of this learned, virtuous and grateful man."
सुखार्हस्य महार्हस्य सर्वभूतहितात्मनः।ऐश्वर्येण च हीनस्य वनवासाश्रितस्य च4.4.13।।रक्षसाऽपहृता भार्या रहिते कामरूपिणा।तच्च न ज्ञायते रक्षः पत्नी येनास्य सा हृता4.4.14।।,"'This man who should have lived in comfort and in reverence, one who was worthy of all the wellwishers lost his wealth and was banished into the forest. He is now deprived of his wife kidnapped by an unknown demon who could assume any form at will."
दनुर्नाम दितेः पुत्रश्शापाद्राक्षसतां गतः।आख्यातस्तेन सुग्रीवस्समर्थो वानरर्षभः4.4.15।।,"'Diti's son called Danu who had been cursed to live the life of a demon had said that Sugriva, the best among monkeys, would be able to locate her."
स ज्ञास्यति महावीर्यस्तव भार्यापहारिणम्।एवमुक्त्वा दनुस्स्वर्गं भ्राजमानो गतस्सुखम्4.4.16।।,"'That Valiant Sugriva can spot the demon who has abducted your wife', said Danu and disappeared happily into heaven shining in brilliance."
एतत्ते सर्वमाख्यातं यथा तथ्येन पृच्छतः।अहं चैव हि रामश्च सुग्रीवं शरणं गतौ4.4.17।।,"'I have given a factual account of everything, since you asked me. Now Rama and I have arrived seeking Sugriva's shelter."
एष दत्त्वा च वित्तानि प्राप्य चानुत्तमं यशः।लोकनाथः पुरा भूत्वा सुग्रीवं नाथमिच्छति4.4.18।।,"'Having earned supreme fame through his munificence in the past, this lord of the world now craves Sugriva's indulgence."
पिता यस्य पुरा ह्यासीच्छरण्यो धर्मवत्सलः।तस्य पुत्रश्शरण्यश्च सुग्रीवं शरणं गतः4.4.19।।,"'One whose father was once a protector of dharma, a refuge to all now seeks Sugriva's shelter."
सर्वलोकस्य धर्मात्मा शरण्यश्शरणं पुरा।गुरुर्मे राघवस्सोऽयं सुग्रीवं शरणं गतः4.4.20।।,"'This righteous Rama who used to lend in the past protection to the whole world and, indeed, a refuge to all, venerable sir, now seeks Sugriva's shelter."
यस्य प्रसादे सततं प्रसीदेयुरिमाः प्रजाः।स रामो वानरेन्द्रस्य प्रसादमभिकाङ्क्षते। 4.4.21।।,'This Rama for whose grace the subjects were ever bobolden to him now seeks the favour of the Chief of monkeys.
येन सर्वगुणोपेताः पृथिव्यां सर्वपार्थिवाः।मानितास्सततं राज्ञा सदा दशरथेन वै4.4.22तस्यायं पूर्वजः पुत्रस्त्रिषु लोकेषु विश्रुतः।सुग्रीवं वानरेन्द्रं तु रामश्शरणमागतः4.4.23।।,"'Famous in all the three worlds, this Rama, who was the firshborn of Dasaratha, endowed with all virtues and ever respected by all the kings of this earth, now seeks shelter of Sugriva, Chief of monkeys."
शोकाभिभूते रामे तु शोकार्ते शरणं गते।कर्तुमर्हति सुग्रीवः प्रसादं हरियूधपः4.4.24।।,"'Sugriva, lord of monkeys, ought to help Rama who tormented by, and overwhelmed with, grief seeks his favour.'"
एवं ब्रुवाणं सौमित्रिं करुणं साश्रुलोचनम्।हनुमान्प्रत्युवाचेदं वाक्यं वाक्यविशारदः4.4.25।।,"To Saumitri who was speaking thus in a piteous tone, his eyes filled with tears the eloquent Hanuman replied:"
ईदृशा बुद्धिसम्पन्ना जितक्रोधा जितेन्द्रियाः।द्रष्टव्या वानरेन्द्रेण दिष्ट्या दर्शनमागताः4.4.26।।,"'It is a matter of great fortune that you who have intelligence, control over your senses and conquered anger have come to see the lord of monkeys who needs instead, to approach you."
स हि राज्यात्परिभ्रष्टः कृतवैरश्च वालिना।हृतदारो वने त्यक्तो भ्रात्रा विनिकृतो भृशम्4.4.27।।,"'(In fact) seriously offended by his brother Vali who treated him like his enemy and expelled him from the kingdom. He is now abandoned in the forest, his wife hijacked."
करिष्यति स साहाय्यं युवयोर्भास्करात्मजः।सुग्रीवस्सह चास्माभि स्सीतायाः परिमार्गणे4.4.28।।,"'Sugriva, son of the Sungod, along with us will extend all help to you, in your search for Sita.'"
इत्येवमुक्त्वा हनुमान् श्लक्ष्णं मधुरया गिरा।बभाषे सोऽभिगच्छेम सुग्रीवमिति राघवम्4.4.29।।,"Hanuman, having spoken with sweet, gentle words said to the Raghavas, 'We will now go to Sugriva'."
एवं ब्रुवाणं धर्मात्मा हनुमन्तं स लक्ष्मणः।प्रतिपूज्य यथान्यायमिदं प्रोवाच राघवम्4.4.30।।,"Having offered reverential salutations to Hanuman as per tradition, righteous Lakshmana now spoke to Rama:"
कपिः कथयते हृष्टो यथाऽयं मारुतात्मजः।कृत्यवांत्सोऽपि सम्प्राप्तः कृतकृत्योऽसि राघव4.4.31।।,"'O Raghava this monkey, son of the Windgod appears pleased as evident from his words. As he is a man of action, take your work as accomplished now."
प्रसन्नमुखवर्णश्च व्यक्तं हृष्टश्च भाषते।नानृतं वक्ष्यते वीरो हनुमान्मारुतात्मजः4.4.32।।,'It is evident from his words  and from his cheerful face that Hanuman is pleased. (I know that) this heroic son of the Windgod will never tell a lie'.
ततस्स तु महाप्राज्ञो हनुमान्मारुतात्मजः।जगामादाय तौ वीरौ हरिराजाय राघवौ4.4.33।।,"Hanuman, son of the Windgod, endowed with great wisdom carried both the Raghava warriors to the king of monkeys."
भिक्षुरूपं परित्यज्य वानरं रूपमास्थितः।पृष्ठमारोप्य तौ वीरौ जगाम कपिकुञ्जरः4.4.34।।,"Hanuman, who was an elephant among monkeys, gave up the guise of a mendicant, and assuming the form of the monkeys, lifted both the heroes  on to his back and proceeded."
स तु विपुलयशाः कपिप्रवीरःपवनसुतः कृतकृत्यवत्प्रहृष्टः।गिरिवरमुरुविक्रमः प्रयातस्स शुभमतिस्सह रामलक्ष्मणाभ्याम्4.4.35।।,"The son of the Windgod, the most valiant, the supremely heroic monkey and the one welladmired, having performed his task, felt immensely happy.And with an auspicious feeling, departed for the great mountain (Rishyamuka) along with Rama and Lakshmana.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये किष्किंधाकाण्डे चतुर्थस्सर्गः।।Thus ends the fourth sarga of Kishkindakanda of the Holy Ramayana, the first epic composed by sage Valmiki."
[Rama and Lakshmana meet Sugriva -- Rama makes friendship with him -- Sugriva reveals the injustice done to him by Vali -- Rama assures him help -- Sugriva promises to send his troops to find Sita.]ऋश्यमूकात्तु हनुमान्गत्वा तु मलयं गिरिम्।आचचक्षे तदा वीरौ कपिराजाय राघवौ4.5.1।।,"Leaving Rishyamuka, Hanuman reached the Malaya mountain. Seeing the chief of monkeys there, he announced the arrival of  the heroic Raghavas."
अयं रामो महाप्राज्ञ स्सम्प्राप्तो दृढविक्रमः।लक्ष्मणेन सह भ्रात्रा रामोऽयं सत्यविक्रमः4.5.2।।,"'This Rama of greatwisdom and valour, endowed with the power of truth has arrived here along with his brother Lakshmana. "
इक्ष्वाकूणां कुले जातो रामो दशरथात्मजः।धर्मे निगदितश्चैव पितुर्निर्देशपारगः4.5.3।।,"'Born in the Ikshvaku race Rama Dasaratha's son, distinguished for his righteousness is here to carry out the orders of his father."
तस्यास्य वसतोऽरण्ये नियतस्य महात्मनः।रावणेन हृता भार्या स त्वां शरणमागतः4.5.4।।,"'While the great Rama armed with selfrestraint was living in the forest, his wife was abducted by Ravana. So he has come to you seeing refuge."
राजसूयाश्वमेधैश्च वह्निर्येनाभितर्पितः।दक्षिणाश्च तथोत्सृष्टा गावश्शतसहस्रशः4.5.5।।तपसा सत्यवाक्येन वसुधा येन पालिता।स्त्री हेतोस्तस्य पुत्रोऽयं रामस्त्वां शरणं गतः4.5.6।।,"'This Rama, son of a king who had gratified the firegod through many yajnas like  Rajasuya and Aswamedha, gifted hundreds of thousands of cows and ruled this earth with truth and austerity, has come seeking help for a woman.'"
भवता सख्यकामौ तौ भ्रातरौ रामलक्ष्मणौ।प्रतिगृह्यार्चयस्वैतौ पूजनीयतमावुभौ4.5.7।।,"'Both the brothers, Rama and Lakshmana seek friendship with you. As both of them are worthiest of worship, welcome them with due reverence.'"
श्रुत्वा हनुमतो वाक्यं सुग्रीवो हृष्टमानसः।भयं चराघवाद्घोरं प्रजहौ विगतज्वरः।।4.5.8।।सकृत्वा मानुषं रूपं सुग्रीवः प्लवगर्षभः।दर्शनीयतमो भूत्वा प्रीत्या प्रोवाच राघवम्4.5.9।।,Hanuman's words took away Sugriva's great fear for Rama and filled him with cheer. This bull among monkeys gave up his natural appearance and and assuming an attractive human form spoke to Rama lovingly: 
भवान्धर्मविनीतश्च विक्रान्तस्सर्ववत्सलः।आख्याता वायुपुत्रेण तत्त्वतो मे भवद्गुणाः4.5.10।।,"'You are a great hero, affectionate to all and wellversed in all dharmas. The son of the Windgod has, in fact, apprised me  of your virtues"
तन्ममैवैष सत्कारो लाभश्चैवोत्तमः प्रभो।यत्त्वमिच्छसि सौहार्दं वानरेण मया सह4.5.11।।,"'O Lord that you are eager to have friendship with me, who is a monkey is a great honour and is extremely beneficial to me."
रोचते यदि वा सख्यं बाहुरेष प्रसारितः।गृह्यतां पाणिना पाणिर्मर्यादा बध्यतां ध्रुवा4.5.12।।,"'If you are desirous of my friendship, here is my arm (palm) stretched out to you. With due regard, establish our bond firmly, holding my palm in yours.' "
एतत्तु वचनं श्रुत्वा सुग्रीवेण सुभाषितम्।सम्प्रहृष्टमना हस्तं पीडयामास पाणिना4.5.13।।हृद्यं सौहृदमालम्ब्यपर्यष्वजत पीडितम्।,"Rama became very happy to hear Sugriva's warm words and pressed his hand with his. Delighted, he went close  to Sugriva and hugged him tightly and  affectionately. "
ततो हनूमान्सन्त्यज्य भिक्षुरूपमरिन्दमः।।4.5.14।।काष्ठयोस्स्वेन रूपेण जनयामास पावकम्।दीप्यमानं ततो वह्निं ह्निं पुष्पैरभ्यर्च्य सत्कृतम्4.5.15।।तयोर्मध्येऽथ सुप्रीतो निदधे सुसमाहितः।,"Then, Hanuman vanquisher of enemies, gave up his guise of a mendicant, assumed his natural form and generated fire by rubbing two pieces of wood. Wellpleased at heart, he made an offering of flowers to the flaming fire and placed it between them."
ततोऽग्निं दीप्यमानं तौ चक्रतुश्च प्रदक्षिणम्।।4.5.16।।सुग्रीवो राघवश्चैव वयस्यत्वमुपागतौ।,They both circumambulated the blazing fire and solemnized their friendship.
ततस्सुप्रीतमनसौ तावुभौ हरिराघवौ4.5.17।।अन्योन्यमभिवीक्षन्तौ न तृप्तिमुपजग्मतुः।,"Rama and the monkey contented at heart, yet not fully content, continued looking at each other."
त्वं वयस्योऽसि मे हृद्यो ह्येकं दुःखं सुखं च नौ4.5.18।।सुग्रीवो राघवं वाक्यमित्युवाच प्रहृष्टवत्।,"'You are a dear friend to me. Your sorrow is my sorrow, your pleasure is my  pleasure. We are one and the same' said Sugriva to Rama, his heart overflowing with happiness."
ततस्सुपर्णबहुलां छित्वा शाखां सुपुष्पिताम्4.5.19।।सालस्यास्तीर्य सुग्रीवो निषसाद सराघवः।,"Then Sugriva cut the branch of a sala tree with luxuriant leaves and flowers, spread it on the ground and sat down along with Raghava."
लक्ष्मणायाथ संहृष्टो हनूमान् प्लवगर्षभः4.5.20।।शाखां चन्दनवृक्षस्य ददौ परमपुष्पिताम्।,"Then Hanuman, the bull among monkeys, felt very happy, cut the branch of a sandalwood tree full of flowers and gave it to Lakshmana."
ततः प्रहृष्टस्सुग्रीवः श्लक्ष्णं मधुरया गिरा4.5.21।।प्रत्युवाच तदा रामं हर्षव्याकुललोचनः।,"Then Sugriva, eyes sparkling with joy, replied to Rama in a sweet, gentle voice."
अहं विनिकृतो राम चरामीह भयार्दितः4.5.22।।हृतभार्यो वने त्रस्तो दुर्गमेतदुपाश्रितः।,"'O Rama, I have been insulted deeply and my wife hijacked. Stricken with fear I have taken refuge in this inaccessible forest.   "
सोऽहं त्रस्तो वने भीतो वसाम्युद्भ्रान्तचेतनः4.5.23।।वालिना निकृतो भ्रात्रा कृतवैरश्च राघव।,"'O Rama humiliated by my brother Vali, I have developed enmity with him. Terribly distraught and disturbed I live in this forest in great fear."
वालिनो मे महाभाग भयार्तस्याभयं कुरु4.5.24।।कर्तुमर्हसि काकुत्स्थ भयं मे न भवेद्यथा।,"'O reverend Kakutstha, I feel helpless with fear from Vali. Save me. You should release me free from fear.'"
एवमुक्तस्तु तेजस्वी धर्मज्ञो धर्मवत्सलः4.5.25।।प्रत्यभाषत काकुत्स्थ: सुग्रीवं प्रहसन्निव।,"The righteous and glorious Rama to whom dharma is very dear said to Sugriva with a gentle smile on his face, when he was entreated thus:"
उपकारफलं मित्रं विदितं मे महाकपे4.5.26।।वालिनं तं वधिष्यामि तव भार्यापहारिणम्।,'O great monkey I know friendship is the fruit of a beneficial deed. I will kill that Vali who has usurped your wife.
अमोघास्सूर्यसङ्काशा ममैते निशिताश्शराः4.5.27।।तस्मिन्वालिनि दुर्वृत्ते निपतिष्यन्ति वेगिताः।कङ्कपत्रप्रतिच्छन्ना महेन्द्राशनिसन्निभाः4.5.28।।तीक्ष्णाग्रा ऋजुपर्वाणस्सरोषा भुजगा इव।," 'These arrows covered with kanka feathers, sharp and straight at the tip, comparable to great Indra's thunderbolt are (burning bright) like the sun. Looking like angry serpents, they will unfailingly strike at the miscreant Vali soon."
तमद्य वालिनं पश्य तीक्ष्णैराशीविषोपमैः4.5.29।।शरैर्विनिहतं भूमौ विकीर्णमिव पर्वतम्।,"'With these sharp, serpentlike arrows Vali will be killed. He will fall down on the ground like a mountain shattered.You will see it now'."
स तु तद्वचनं श्रुत्वा राघवस्यात्मनो हितम्4.5.30।।सुग्रीवः परमप्रीतस्सुमहद्वाक्यमब्रवीत्।,"Sugriva, very much pleased with the words of Rama, spoke highly (of him)."
तव प्रसादेन नृसिंह राघवप्रियां च राज्यं च समाप्नुयामहम्। तथा कुरु त्वं नरदेव वैरिणंयथा निहंस्यद्य रिपुंममाग्रजम्4.5.31।।,"'O Rama, by your grace I will get my wife and kingdom back. O king accomplish this so that I can destroy my, elder brother, my enemy, O lion among men "
सीता कपीन्द्रक्षणदाचराणांराजीवहेमज्वलनोपमानि।सुग्रीवरामप्रणयप्रसङ्गेवामानि नेत्राणि समं स्फुरन्ति4.5.32।।,"While Sugriva was making a friendly alliance with Rama, Sita's left eye, like lotus, Vali's left eye glittering like gold and Ravana's left eye blazing (like fire) twitched at the same time for a moment (Twitching of left eye is considered auspicious to a woman and ominous to a man).इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये किष्किन्धाकाण्डे पञ्चमस्सर्गः।।Thus ends the fifth sarga of Kishkindakanda of the Holy Ramayana, the first epic composed by sage Valmiki."
"[Sugriva speaks about the abduction of Sita by Ravana -- shows to Rama the veil and ornament dropped down by Sita -- Rama eager to killl Ravana, seeks further details of the enemy from Sugriva]पुनरेवाब्रवीत्प्रीतो राघवं रघुनन्दनम्।अयमाख्याति मे राम सचिवो मन्त्रिसत्तमः4.6.1।।हनुमान्यन्निमित्तं त्वं निर्जनं वनमागतः।लक्ष्मणेन सह भ्रात्रा वसतश्च वने तव4.6.2।।रक्षसाऽपहृता भार्या मैथिली जनकात्मजा।त्वया वियुक्ता रुदती लक्ष्मणेन च धीमता4.6.3।।अन्तरप्रेप्सुना तेन हत्वा गृध्रं जटायुषम्4.6.4।।","Sugriva was pleased to say to Rama, delight of the Raghu race once again, 'O Rama, Hanuman, jewel among Ministers, has told me the cause of your coming to this desolate forest. While you were residing in the forest, a demon who was looking for an opportunity carried off your wife, the princess from Mithila, daughter of Janaka, finding her alone. While she was crying (piteously) he killed Jatayu. (the vulture who pretested)."
भार्यावियोगजं दुःखं न चिरात्त्वं विमोक्ष्यसे।अहं तामानयिष्यामि नष्टां वेदश्रुतीमिव।।4.6.5।।,"'Very soon you will be relieved of the grief caused by the separation from your wife. Just as Visnu retrieved the Vedas (carried away by the demons, Madhu and Kaitabha) I will deliver her to you."
रसातले वा वर्तन्तीं वर्तन्ती वा नभस्थलेअहमानीय दास्यामि तव भार्यामरिन्दम।।।4.6.6।।,'O subduer of enemies I will restore her to you even if she is kept in the bowels of the earth or in the vaults of heaven. 
इदं तथ्यं मम वचस्त्वमवेहि च राघव।न शक्या सा जरयितुं सेन्द्रैरपि स्सुरासुरैः4.6.7।।तव भार्या महाबाहो भक्ष्यं विषकृतं यथा।त्यज शोकं महाबाहो तां कान्तामानयामि ते4.6.8।।,"'O longarmed Rama, take these words of mine as true. Your consort cannot be absorbed with impunity even by the denizens of heaven including Indra or the ogres on earth any more than food cooked with poison.Give up grief."
अनुमानात्तु जानामि मैथिली सा न संशयः।ह्रियमाणा मया दृष्टा रक्षसा क्रूरकर्मणा4.6.9।।क्रोशन्ती राम रामेति लक्ष्मणेति च विस्वरम्।स्फुरन्ती रावणस्याङ्के पन्नगेन्द्रवधूर्यथा4.6.10।।,"'Yes, I remember. I had observed a lady being carried away by a wicked demon. She was crying loudly 'Oh, Rama Oh Rama Oh Lakshmana' in a husky voice. It was Maithili. She was wriggling on the lap of Ravana like a female serpent."
आत्मना पञ्चमं मां हि दृष्ट्वा शैलतटे स्थितम्।उत्तरीयं तया त्यक्तं शुभान्याभरणानि च4.6.11।।,'Seeing me as the fifth member seated on a mountain  she dropped down the auspicious ornaments (bundled) in her veil 
तान्यस्माभिगृहीतानि निहितानि च राघव।आनयिष्याम्यहं तानि प्रत्यभिज्ञातुमर्हसि4.6.12।।,"'Rama, we have kept  them safely. I will fetch them so that you should be able to identify them.'"
तमब्रवीत्ततो रामस्सुग्रीवं प्रियवादिनम्।आनयस्व सखे शीघ्रं किमर्थं प्रविलम्बसे4.6.13।।,"Rama then said to Sugriva, one who used pleasing words, 'O my friend why delay? Get them here immediately'. "
एवमुक्तस्तु सुग्रीवश्शैलस्य गहनां गुहाम्।प्रविवेश ततशशीघ्रं राघवप्रियकाम्यया4.6.14।।,"On hearing this, Sugriva at once entered into the deep cave of the mountain (to get the ornaments and veil) in order to please Rama."
उत्तरीयं गृहीत्वा तु शुभान्याभरणानि च।इदं पश्येति रामाय दर्शयामास वानरः4.6.15।।,"That monkey brought out the veil and auspicios ornaments, showed them to Rama and said, 'Please, see.'"
ततो गृहीत्वा वासस्तु श्शुभान्याभरणानि च।अभवद्बाष्पसंरुद्धो नीहारेणेव चन्द्रमाः4.6.16।।,"Holding the raiment  as well as the ornaments,  Rama's  eyes were filled with tears.He appeared like the Moon covered with dews."
सीतास्नेहप्रवृत्तेन स तु बाष्पेण दूषितः।हा प्रियेति रुदन्धैर्यमुत्सृज्य न्यपतत्क्षितौ4.6.17।।,"On account of his deep attachment for Sita, he shed profuse tears. Unable to maintain his natural composure, he sank down to the ground, saying 'O my darling Sita' and cried inconsolably"
हृदि कृत्वा तु बहुशस्तमलङ्कारमुत्तमम्।निशश्वास भृशं सर्पो बिलस्थ इव रोषितः।।4.6.18।।,Pressing the excellent ornaments to his bosom again and again Rama hissed like a cobra provoked in its anthill.
अविच्छिन्नाश्रुवेगस्तु सौमित्रिं वीक्ष्य पार्श्वतः।परिदेवयितुं दीनं रामस्समुपचक्रमे4.6.19।।,Rama began to wail piteously while tears streamed down his eyes incessantly. He looked at Saumitri standing by his side and said:
पश्य लक्ष्मण वैदेह्या सन्त्यक्तं ह्रियमाणया।उत्तरीयमिदं भूमौ शरीराद्भूषणानि च4.6.20।।,"'O Lakshmana, behold the veil and the ornaments dropped on the ground by Vaidehi while she was being abducted."
शाद्वलिन्यां ध्रुवं भूमौ सीतया ह्रियमाणया।उत्सृष्टं भूषणमिदं तथारूपं हि दृश्यते4.6.21।।,"'Sita, for sure, dropped these ornaments on the grassy ground. They are in good shape (without any damage)."
एवमुक्तस्तु रामेण लक्ष्मणो वाक्यमब्रवीत्।नाहं जानामि केयूरे नाहं जानामि कुण्डले4.6.22।।नूपुरे त्वभिजानामि नित्यं पादाभिवन्दनात्।,"Thus addressed by Rama, Lakshmana replied, 'I recognise neither the armlets nor the earrings. I only recognise the anklets as I used to bow at her feet daily.'"
ततस्तु राघवो वाक्यं सुग्रीवमिदमब्रवीत्4.6.23।।ब्रूहि सुग्रीव कं देशं ह्रियन्ती लक्षिता त्वया।रक्षसा रौद्ररूपेण मम प्राणैः प्रिया प्रिया4.6.24।।,"Then Rama said to Sugriva,.'Tell me, O Sugriva, to which region that fiercelooking demon has carried away my Sita, who is dearer than my life."
क्व वा वसति तद्रक्षो महद्व्यसनदं मम।यन्निमित्तमहं सर्वान्नाशयिष्यामि राक्षसान्4.6.25।।,'Let me know where dwells that huge  ogre who has caused this agony to me. I will exterminate all the demons
हरता मैथिलीं येन मां च रोषयता भृशम्।आत्मनो जीवितान्ताय मृत्युद्वारमपावृतम्4.6.26।।,'By abducting Maithili he has stirred my fierce anger and has opened the door of his death.
मम दयिततरा हृता वनान्ताद्रजनिचरेण विमथ्य येन सा।कथय मम रिपुं तमद्य वैप्लवगपते यमसादनं नयामि4.6.27।।,"'O lord of monkeys tell me the whereabouts of that nightranger who has carried off my darling from the heart of the forest and has harassed her. I will send him now to the abode of Death.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये किष्किन्धाकाण्डे षष्ठस्सर्गःThus ends the sixth sarga of Kishkindakanda of the Holy Ramayana,  the first epic, composed by sage Valmiki."
[Sugriva promises to kill Ravana and bring Sita back -- he consoles Rama -- Rama promises to kill Vali.]एवमुक्तस्तु सुग्रीवो रामेणार्तेन वानरः।अब्रवीत्प्राञ्जलिर्वाक्यं सबाष्पं बाष्पगद्गदः।।4.7.1।।,"On hearing the words of Rama in deep distress, the monkey replied to him with folded hands, his throat choked with tears:"
न जाने निलयं तस्य सर्वथा पापरक्षसः।सामर्थ्यं विक्रमं वापि दौष्कुलेयस्य वा कुलम्4.7.2।।,"'I do not have any knowledge of this sinful demon's dwelling , his capability, his valour or his clan or his despicable lineage."
सत्यं ते प्रतिजानामि त्यज शोकमरिन्दम।करिष्यामि तथा यत्नं यथा प्राप्स्यसि मैथिलीम्4.7.3।।,"'O subduer of enemies, give up sorrow. I promise I will make necessary effort so that you will obtain the princess from Mithila. "
रावणं सगणं हत्वा परितोष्यात्मपौरुषम्।तथाऽस्मि कर्ता न चिराद्यथा प्रीतो भविष्यसि4.7.4।।,'With all my capability I will kill Ravana and his clan. Thus I will be able to satisfy you soon with my efforts.
अलं वैक्लब्यमालम्ब्य धैर्यमात्मगतं स्मर।त्वद्विधानां न सदृशमीदृशं बुद्धिलाघवम्।।4.7.5।।,'Give up despair. It is enough. Be patient. Maintain your natural disposition.It is unworthy of men like you to entertain such frivolus thoughts?
मयाऽपि व्यसनं प्राप्तं भार्याविरहजं महत्।नाहमेवं हि शोचामि न च धैर्यं परित्यजे4.7.6।।,"'Separated from my wife, I, too, am afflicted with deep grief. But I do not brood, I do not lose patience."
नाहं तामनुशोचामि प्राकृतो वानरोऽपि सन्।महात्मा च विनीतश्च किं पुनर्धृतिमान्भवान्4.7.7।।,"'I am an ordinary monkey born. Even then, I do not brood over my wife. You are highsouled, humble and patient. Why do you grieve?"
बाष्पमापतितं धैर्यान्निग्रहीतुं त्वमर्हसि।मर्यादां सत्त्वयुक्तानां धृतिं नोत्स्रष्टुमर्हसि4.7.8।।,'Restrain the flow of your tears. Be  patient. Men (like you) endowed with  equilibrium and dignity and patience ought not to leave their composure.
व्यसने वाऽर्थकृच्छ्रे वा भये वा जीवितान्तके।विमृशन्वै स्वया बुद्ध्या धृतिमान्नावसीदति4.7.9।।,"'In times of grief or loss of wealth or at the hour of death, one who is patient does not abandon his wisdom, he does not despair."
"बालिशस्तु नरो नित्यं वैक्लब्यं योऽनुवर्तते।

स मज्जत्यवशश्शोके भाराक्रान्तेव नौर्जले4.7.10।।
 ","A man who is unwise and distraught only gets sunk in grief like a heavily loaded boat (sinks) in water.
"
एषोऽञ्जलिर्मया बद्धः प्रणयात्त्वां प्रसादये।पौरुषं श्रय शोकस्य नान्तरं दातुमर्हसि4.7.11।।,'I implore you with folded palms on account of our friendship to show manliness. You should not give in to grief.
ये शोकमनुवर्तन्ते न तेषां विद्यते सुखम्।तेजश्च क्षीयते तेषां न त्वं शोचितुमर्हसि4.7.12।।,"'There is no happiness for those who give way to sorrow. Their brilliance is dimmed. Therefore, you ought not grieve."
शोकेनाभिप्रपन्नस्य जीविते चापि संशयः।स शोकं त्यज राजेन्द्र धैर्यमाश्रय केवलम्4.7.13।।,"'Even the chances of survival are doubtful for a man who is overpowered by sorrow. Give up sorrow and have patience, O king"
हितं वयस्यभावेन ब्रूमि नोपदिशामि ते।वयस्यतां पूजयन्मे न त्वं शोचितुमर्हसि4.7.14।।,"'Out of friendly concern I offer my opinion in your interest. I am not competent to advise you. Respecting my friendship, you should never yield to grief.'"
मधुरं सान्त्वित स्तेन सुग्रीवेण स राघवः।मुखमश्रुपरिक्लिन्नं वस्त्रान्तेन प्रमार्जयत्4.7.15।।,"Consoled by the sweet words of Sugriva, Rama wiped his face filled with tears by the hem of his upper cloth."
प्रकृतिस्थस्तु काकुत्स्थस्सुग्रीववचनात्प्रभुः।सम्परिष्वज्य सुग्रीवमिदं वचनमब्रवीत्4.7.16।।,"When lord Rama, the scion of the Kakutstha race was comforted by these words of Sugriva, he came to his senses, and clasping him said:"
कर्तव्यं यद्वयस्येन स्निग्धेन च हितेन च।अनुरूपं च युक्तं च कृतं सुग्रीव तत्त्वया4.7.17।।,'O Sugriva you have done what a friend should have done in a befitting manner with your sweet words and good wishes.
एष च प्रकृतिस्थोऽहमनुनीतस्त्वया सखे।दुर्लभो हीदृशो बन्धुरस्मिन्काले विशेषतः4.7.18।।,'O friend you have guided me back to my senses thus. It is difficult to find a friend like you specially at this time.
किं तु यत्नस्त्वया कार्यो मैथिल्याः परिमार्गणे।राक्षसस्य च रौद्रस्य रावणस्य दुरात्मनः4.7.19।।,"'Indeed, you must make effort to trace the princess from Mithila and the evilminded, fierce  demon Ravana."
मया च यदनुष्ठेयं विस्रब्धेन तदुच्यताम्।वर्षास्विव च सुक्षेत्रे सर्वं सम्पद्यते तव4.7.20।।,"'Now tell me about my duty without any hesitation. I assure you that your desire will be fulfilled, just as seeds sown in a fertile land with timely rains bear fruit. "
मया च यदिदं वाक्यमभिमानात्समीरितम्।तत्त्वया हरिशार्दूल तत्त्वमित्युपधार्यताम्4.7.21।।,'O tiger amongst monkeys accept my words uttered out of injured honour in their true sense.
