content,explanation
आरभस्व शुभश्रोणि वनवासक्षमाः क्रियाः।नेदानीं त्वदृते सीते स्वर्गोऽपि मम रोचते।।2.30.42।।," O Sita, begin right now all preparations necessary for residing in the forest. O one, with beautiful buttocks, without you even the very heaven does not please me."
ब्राह्मणेभ्यश्च रत्नानि भिक्षुकेभ्यश्च भोजनम्।देहि चाशंसमानेभ्य स्सन्त्वरस्व च मा चिरम्।।2.30.43।।,Give away your jewels to brahmins who need them and food to religious mendicants. Hurry up Do not delay.
भूषणानि महार्हाणि वरवस्त्राणि यानि च।रमणीयाश्च ये केचित्क्रीडार्थाश्चाप्युपस्कराः।।2.30.44।।शयनीयानि यानानि मम चान्यानि यानि च।देहि स्वभृत्यवर्गस्य ब्राह्मणानामनन्तरम्।।2.30.45।।,"Distribute among your attendants highly valuable ornaments and excellent clothing, charming articles meant for (court) sport, my couches, chariots and all other things. Offer the rest to brahmins."
अनुकूलं तु सा भर्तुर्ज्ञात्वा गमनमात्मनः।क्षिप्रं प्रमुदिता देवी दातुमेवोपचक्रमे।।2.30.46।।," Having come to know that her departure to the forest is acceptable to her husband, Sita, highly delighted, quickly got ready to give away (things)."
ततः प्रहृष्टा प्रतिपूर्णमानसायशश्विनी भर्तुरवेक्ष्य भाषितम्।धनानि रत्नानि च दातुमङ्गनाप्रचक्रमे धर्मभृतां मनस्स्विनी।।2.30.47।।,"Having heard her husband, the glorious and broadminded Sita was delighted with her desires fulfiled. She made preparations to gift away her wealth including jewels to the virtuous.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अयोध्याकाण्डे त्रिंशस्सर्गः।।Thus ends the thirtieth sarga of Ayodhyakanda of the holy Ramayana, the first epic  composed by sage Valmiki."
[Lakshmana gets ready to accompany Rama takes leave of his friends and collects divine weapons from preceptor Vasistha--Rama asks Lakshmana to  distribute his wealth among brahmins.]एवं शृत्वा तु संवादं लक्ष्मणः पूर्वमागतः।बाष्पपर्याकुलमुखः शोकं सोढुमशक्नुवन्।।2.31.1।।स भ्रातुश्चरणौ गाढं निपीड्य रघुनन्दनः।सीतामुवाचातियशां राघवं च महाव्रतम्।।2.31.2।।,"Lakshmana who had already reached there heard the conversation (between Sita and Rama). His eyes brimming with tears, he was unable to bear the grief. He held the feet of his brother tightly and said to the illustrious Sita and Rama of great resolve:"
एवं शृत्वा तु संवादं लक्ष्मणः पूर्वमागतः।बाष्पपर्याकुलमुखः शोकं सोढुमशक्नुवन्।।2.31.1।।स भ्रातुश्चरणौ गाढं निपीड्य रघुनन्दनः।सीतामुवाचातियशां राघवं च महाव्रतम्।।2.31.2।।,"Lakshmana who had already reached there heard the conversation (between Sita and Rama). His eyes brimming with tears, he was unable to bear the grief. He held the feet of his brother tightly and said to the illustrious Sita and Rama of great resolve:"
यदि गन्तुं कृताबुद्धिर्वनं मृगगजायुतम्।अहं त्वानुगमिष्यामि वनमग्रे धनुर्धरः।।2.31.3।।,"If you have decided to go to the forest where deer and elephants abound, I shall also accompany you by walking before you, holding the bow."
मया समेतोऽरण्यानि बहूनि विचरिष्यसि।पक्षिभिर्मृगयूथैश्च संघुष्टानि समन्ततः।।2.31.4।।,"Accompanied by me, you will roam the forests echoing with the cries of birds and sounds of herds of animals."
न देवलोकाक्रमणं नामरत्वमहं वृणे।ऐश्वर्यं वापि लोकानां कामये न त्वया विना।।2.31.5।।,"Without you, I do not want victory over the gods or sovereignty over the worlds or even immortality."
एवं ब्रुवाणस्सौमित्रिर्वनवासाय निश्चितः।रामेण बहुभिस्सान्त्वैर्निषिध्दः पुनरब्रवीत्।।2.31.6।।,When Rama tried to dissuade Lakshmana with many words of consolation Lakshmana who was determined to go to the forest said again: 
अनुज्ञातश्च भवता पूर्वमेव यदस्म्यहम्।किमिदानीं पुनरिदं क्रियते मन्निवारणम्।।2.31.7।।,  You have granted permission to me earlier.Why are you now preventing me?  
यदर्थं प्रतिषेधो मे क्रियते गन्तुमिच्छतः।एतदिच्छामि विज्ञातुं संशयो हि ममानघ।।2.31.8।।,"I wish to know, O sinless one, the reason why you are dissuading me, when I am willing to go with you. This creates a doubt in my mind.  "
ततोऽब्रवीन्महातेजा रामो लक्ष्मणमग्रतः।स्थितं प्राग्गामिनं वीरं याचमानं कृताञ्जलिम्।।2.31.9।।,"Addressing the heroic Lakshmana in front of him imploring with folded hands to take him to the forest so that he may walk ahead (and guard them), the effulgent Rama said:"
स्निग्धो धर्मरतो वीरस्सततं सत्पथे स्थितः।प्रियः प्राणसमो वश्यो भ्राता चापि सखा च मे।।2.31.10।।,"  You are affectionate, you are devoted to dharma. You are valiant. You always walk the path of virtue. You are dear to me like my own life. You are not only an obedient brother but also a friend. "
मयाऽद्य सह सौमित्रे त्वयि गच्छति तद्वनम्।को भरिष्यति कौसल्यां सुमित्रां वा यशस्विनीम्।।2.31.11।।,"  O Lakshmana, if you also accompany me to the forest, who will take care of mother Kausalya and the illustrious Sumitra?"
अभिवर्षति कामैर्यः पर्जन्यः पृथिवीमिव।स कामपाशपर्यस्तो महातेजा महीपतिः।।2.31.12।।,"  Dasaratha, the mighty king like Parjanya (the raingod), lord of the earth used to shower favours on earth. But now he is bound by the noose of passion."
सा हि राज्यमिदं प्राप्य नृपस्याश्वपते स्सुता।दुःखितानां सपत्नीनां न करिष्यति शोभनम्।।2.31.13।।,"  Once the daughter of king Aswapati (Kaikeyi) gains control over the kingdom, she will do nothing to help her afflicted cowives (Kausalya and Sumitra)."
न स्मरिष्यति कौसल्यां सुमित्रां च सुदुःखिताम्।भरतो राज्यमासाद्य कैकेय्यां पर्यवस्थितः।।2.31.14।।,"  When Bharata secures the kingdom, his confidence reposed in Kaikeyi he will not bother about the miserable Kausalya and Sumitra."
तामार्यां स्वयमेवेह राजानुग्रहणेन वा।सौमित्रे भर कौशल्यामुक्तमर्थमिमं चर।।2.31.15।।,"  Either by yourself or by seeking the favour of the king, O son of Sumitra, lend support to venerable  Kausalya. This is the objective you must accomplish."
एवं मम च ते भक्तिर्भविष्यति सुदर्शिता।धर्मज्ञ गुरुपूजायां धर्मश्चाप्यतुलो महान्।।2.31.16।।," If you do this, your devotion to me will be amply demonstrated. Service to the elders, O dutiful one, is a virtue, great and unequalled. "
एवं कुरुष्व सौमित्रे मत्कृते रघुनन्दन।अस्माभिर्विप्रहीणाया मातुर्नो न भवेत्सुखम्।।2.31.17।।,"  O delight of the Raghu race, do this for my sake, since deprived of us, there will be no happiness for our mother, O son of Sumitra "
एवमुक्तस्तु रामेण लक्ष्मण श्श्लक्ष्णया गिरा।प्रत्युवाच तदा रामं वाक्यज्ञो वाक्यकोविदम्।।2.31.18।।,"  Thus addressed by Rama who was an adept in the use of words, eloquent Lakshmana gently replied: "
तवैव तेजसा वीर भरतः पूजयिष्यति।कौसल्यां च सुमित्रां च प्रयतो नात्र संशयः।।2.31.19।।,"  Aware of your power O valiant one, Bharata will undoubtedly pay respect to Kausalya and Sumitra with all humility. "
कौशल्या बिभृयादार्या सहस्रमपि मद्विधान्।यस्यास्सहस्रं ग्रामाणां सम्प्राप्त मुपजीवनम्।।2.31.20।।,Noble Kausalya has under her charge a thousand villages for her sustenance. She can support a thousand men like me.
तदात्मभरणे चैव मम मातुस्तथैव च।पर्याप्ता मद्विधानां च भरणाय यशस्विनी।।2.31.21।।,"  Illustrious Kausalya is competent enough to support herself, my mother and men  like me."
कुरुष्व मामनुचरं वैधर्म्यं नेह विद्यते।कृतार्थोऽहं भविष्यामि तव चार्थः प्रकल्पते।।2.31.22।।, Make me your follower. There is no breach of virtue in this. I will have my purpose accomplished. Your object also will be fulfilled.  
धनुरादाय सशरं खनित्रपिटकाधरः।अग्रतस्ते गमिष्यामि पन्थानमनुदर्शयन्।।2.31.23।।,"  Holding the bow and arrows and carrying a crowbar and a basket, I shall go in front of you leading the way.  "
आहरिष्यामि ते नित्यं मूलानि च फलानि च।वन्यानि यानि चान्यानि स्वाहाराणि तपस्विनाम्।।2.31.24।।," I shall daily collect roots, fruits and other forest products fit for ascetics."
भवांस्तु सह वैदेह्या गिरिसानुषु रंस्यते।अहं सर्वं करिष्यामि जाग्रत स्स्वपतश्च ते।।2.31.25।।,"  When you go about for pleasure on mountain slopes along with Sita, I shall do everything for you, whether you are awake or asleep."
रामस्त्वनेन वाक्येन सुप्रीतः प्रत्युवाच तम्।व्रजापृच्छस्व सौमित्रे सर्वमेव सुहृज्जनम्।।2.31.26।।,"  Pleased with his words Rama said, O Lakshmana go and take leave of all your friends."
ये च राज्ञो ददौ दिव्ये महात्मा वरुण स्स्वयम्।जनकस्य महायज्ञे धनुषी रौद्रदर्शने।।2.31.27।।अभेद्यकवचे दिव्ये तूणी चाक्षयसायकौ।आदित्यविमलौ चोभौ खड्गौ हेमपरिष्कृतौ।।2.31.28।।सत्कृत्य निहितं सर्वमेतदाचार्यसद्मनि।सर्वमायुधमादाय क्षिप्रमाव्रज लक्ष्मण।।2.31.29।।,"O Lakshmana in the great sacrifice performed by the highsouled Janaka, Varuna himself gave him two aweinspiring celestial bows, two impenetrable divine armours, two quivers with inexhaustible arrows, two swords plated with gold and as bright as the sun. All these weapons are deposited in the house of our preceptor (sage Vasistha) where they are being worshipped. Go and bring them swiftly."
स सुहृज्जनमामन्त्र्यवनवासाय निश्चितः।इक्ष्वाकुगुरुमागम्य जग्राहायुधमुत्तमम्।।2.31.30।।,"  Lakshmana, who was resolved to go to the forest, took leave of his friends, and collected from the house of Vasistha, preceptor of the Ikshvaku race, the powerful weapons deposited with him."
तद्धिव्यं राजशार्दूल सत्कृतं माल्यभूषितम्।रामाय दर्शयामास सौमित्रिस्सर्वमायुधम्।।2.31.31।।,"  Lakshmana, tiger among princes, brought all those divine weapons sanctified and  decorated with garlands and showed them to Rama."
तमुवाचात्मवान् रामः प्रीत्या लक्ष्मणमागतम्।काले त्वमागत सौम्य काङ्क्षिते मम लक्ष्मण।।2.31.32।।,"O handsome Lakshmana, you have come at the expected time, said the selfpossessed Rama affectionately when he saw him arrive."
अहं प्रदातुमिच्छामि यदिदं मामकं धनम्।ब्राह्मणेभ्यस्तपस्विभ्यस्त्वया सह परन्तप।।2.31.33।।,"Let us give away, O tormentor of enemies (Lakshmana) my belogings to the ascetic brahmins. "
वसन्तीह दृढं भक्त्या गुरुषु द्विजसत्तमाः।तेषामपि च मे भूयस्सर्वेषाञ्चोपजीविनाम्।।2.31.34।।,Here live the best of brahmins who are deeply devoted to their teachers along with those who are dependent on me for their livelihood.
वशिष्ठपुत्रं तु सुयज्ञमार्यंत्वमानयाशु प्रवरं द्विजानाम्।अभिप्रयास्यामि वनं समस्तानभ्यर्च्य शिष्टानपरान् द्विजातीन्।।2.31.35।।,"Fetch Suyajna, son of Vasistha, best among the brahmins along with all other distinguished brahmins to whom I will pay my homage and leave for the forest.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अयोध्याकाण्डे एकत्रिंशस्सर्गः।।Thus ends the thirtyfirst sarga of Ayodhyakanda of  the holy Ramayana, the first epic composed by sage Valmiki.   "
"[Rama honours Suyajna with valuable gifts--distributes his wealth to dependents, brahmins and to sageTrijata.]ततश्शासन माज्ञाय भ्रातु श्शुभतरं प्रियम्।गत्वा स प्रविवेशाशु सुयज्ञस्य निवेशनम्।।2.32.1।।",Lakshmana having understood the very auspicious and welcome order (of Rama)  immediately  proceeded to the house of Suyajna. 
तं विप्रमग्न्यगारस्थं वन्दित्वा लक्ष्मणोऽब्रवीत्।सखेऽभ्यागच्छ पश्य त्वं वेश्म दुष्करकारिणः।।2.32.2।।,"Lakshmana paid homage to him who was in the firesanctuary, and said O friend, come and see the palace of Rama who is the accomplisher of all difficult tasks."
ततस्सन्ध्यामुपास्याशु गत्वा सौमित्रिणा सह।जुष्टं तत्प्राविशल्लक्ष्म्या रम्यं रामनिवेशनम्।।2.32.3।।,"After performing the twilight prayers, Suyajna along with Lakshmana went straight away and entered the beautiful and prosperous palace of Rama.  "
तमागतं वेदविदं प्राञ्जलिस्सीतया सह।सुयज्ञमभिचक्राम राघवोऽग्निमिवार्चितम्।।2.32.4।।,"On the arrival of sage Suyajna wellversed in the Vedas, both Rama and Sita offered obeisance to him as to firegod and circumambulated him."
जातरूपमयैर्मुख्यैरङ्गदैः कुण्डलैः शुभैः।सहेमसूत्रैर्मणिभिः केयूरैर्वलयैरपि।।2.32.5।।अन्यैश्च रत्नैर्बहुभिः काकुत्स्थः प्रत्यपूजयत्।सुयज्ञं स तदोवाच रामस्सीता प्रचोदितः।।2.32.6।।,"Rama, scion of the Kakutstha dynasty, worshipped Suyajna with a collection of golden ornaments such as earrings, anklets, armlets, bracelets and many other ornaments of precious stones. Then urged by Sita, Rama said to him:"
हारं च हेमसूत्रं च भार्यायै सौम्य हारय।रशनां चाधुना सीता दातुमिच्छति ते सखे।।2.32.7।।,"O handsome friend now Sita intends to give away to your wife her necklace, her golden chain and girdle. Could you accept them?"
अङ्गदानि विचित्राणि केयूराणि शुभानि च।प्रयच्छति सखे तुभ्यं भार्यायै गच्छती वनम्।।2.32.8।।,"Sita is departing for the forest and offers your wife her armlets, wonderful and elegant  bracelets."
पर्यङ्कमग्य्रास्तरणं नानारत्नविभूषितम्।तमपीच्छति वैदेही प्रतिष्ठापयितुं त्वयि।।2.32.9।।,"Sita also wishes to give away a couch with an exquisite cover, encrusted with a variety of precious stones."
नाग श्शत्रुञ्जयो नाम मातुलोऽयं ददौ मम।तं ते गजसहस्रेण ददामि द्विजसत्तम।।2.32.10।।,"I am gifting you, O best among brahmins a thousand elephants including Satrunjaya an elephant my maternal uncle had given me. "
इत्युक्तस्स हि रामेण सुयज्ञः प्रतिगृहृयतत्।रामलक्ष्मणसीतानां प्रयुयोजाशिष श्शुभाः।।2.32.11।।," Thus addressed by Rama, Suyajna accepted the gifts and conferred auspicious blessings on Rama, Lakshmana and Sita."
अथ भ्रातरमव्यग्रं प्रियं रामः प्रियंवदः।सौमित्रिं तमुवाचेदं ब्रह्मेव त्रिदशेश्वरम्।।2.32.12।।,Sweettongued Rama calmly said to his brother (Lakshmana) like Brahma addressing Indra:
अगस्त्यं कौशिकं चैव तावुभौ ब्राह्मणोत्तमौ। अर्चयाहूय सौमित्रे रत्नैस्सस्यमिवाम्बुभिः।।2.32.13।।," O Lakshmana invite Agastya and Kausika, the two celebrated brahmins, and bestow on them with reverence plenty of precious gems like showers of rain on standing crops. "
तर्पयस्व महाबाहो गोसहस्रैश्च मानद।सुवर्णै रजतैश्चैव मणिभिश्च महाधनैः।।2.32.14।।,"Satisfy them, O highlyarmed Lakshmana, O bestower of honour with a thousand cows, gold, silver and with the great wealth of gems."
कौसल्यां च य आशीर्भिर्भक्तः पर्युपतिष्ठति।आचार्यस्तैत्तिरीयाणामभिरूपश्च वेदवित्।।2.32.15।।तस्य यानं च दासीश्च सौमित्रे सम्प्रदापय।कौशेयानि च वस्त्राणि यावत्तुष्यति स द्विजः।।2.32.16।।,"O Lakshmana, give away chariots, maidservants, silk clothes to learned brahmins of Taittiriya branch and wellversed in the Vedas, to agreeable and faithful brahmins attending on Kausalya with their blessings till they are fully satisfied."
सूतश्चित्ररथश्चार्य सचिवस्सुचिरोषितः।तोषयैनं महार्हैश्च रत्नैर्वस्त्रैर्धनैस्तथा।।2.32.17।।पशुकाभिश्च सर्वाभिर्गवां दशशतेन च।,"Noble counsellor (of our father) and charioteer Chitraratha has been in our service for many years. Gratify him with invaluable jewels, clothes, wealth, with young female calves and a thousand cows."
ये चेमे कठकालापा बहवो दण्डमाणवाः।।2.32.18।।नित्यस्वाध्यायशीलत्वान्नान्यत्कुर्वन्ति किञ्चन।अलसा स्वादुकामाश्च महतां चापि सम्मताः।।2.32.19।।तेषामशीतियानानि रत्नपूर्णानि दापय।शालिवाहसहस्रं च द्वे शते भद्रकां स्तथा।।2.32.20।।व्यञ्जनार्थं च सौमित्रे गोसहस्रमुपाकुरु।,"O Lakshmana many brahmacharis with a staff (as a mark of religious authority) wellversed in Katha and Kalapa portions of the Vedas engaged daily in the study of the Vedas and nothing else. Not active otherwise, they are fond of delicious food and are respected even by great people. Give them eighty carts filled with gems, a thousand bulls capable of carrying paddy, and two hundred oxen capable of  ploughing land and a thousand cows for preparing food (with milk products)."
मेखलीनां महासङ्घः कौसल्यां समुपस्थितः।।2.32.21।।तेषां सहस्रं सौमित्रे प्रत्येकं सम्प्रदापय।,"  Give each of the large number of brahmacharis wearing girdles and working under Kausalya a thousand (cows or gold coins), O Lakshmana"
अम्बा यथा च सा नन्देत्कौसल्या मम दक्षिणाम्।।2.32.22।।तथा द्विजातीस्ता न्सर्वान् लक्ष्मणार्चय सर्वशः।,"  You should, O Lakshmana treat all those brahmins in such a way that my mother shall be pleased on seeing my respectful offerings."
तत स्सपुरुषव्याघ्रस्तद्धनं लक्ष्मणः स्वयम्।।2.32.23।।यथोक्तं ब्राह्मणेन्द्राणांमददाद्धनदो यथा।,"  Thereupon Lakshmana, a tiger among men, personally distributed like Kubera, gifts of riches to all those Indras among brahmins (best of brahmins) in accordance with the instructions of Rama. "
अथाऽब्रवीद्बाष्पकलांस्तिष्ठतश्चोपजीविनः।।2.32.24।।सम्प्रदायबहुद्रव्यमेकैकस्योपजीवनम्।," Rama then bestowed abundant wealth on each of the dependents as they stood with their throats choked with tears, saying:"
लक्ष्मणस्य च यद्वेश्म गृहं च यदिदं मम।।2.32.25।।अशून्यं कार्यमेकैकं यावदागमनं मम।,"  Till I come back, guard each of the palaces of Lakshmana and mine and ensure that they are not left unattended."
इत्युक्त्वा दुःखितं सर्वं जनं तमुपजीविनम्।।2.32.26।।उवाचेदं धनाध्यक्षं धनमानीयतामिति।,"  Having spoken thus to all dependents who were overcome with grief, Rama ordered the  treasury officer to bring the entire treasure.  "
ततोऽस्य धनमाजह्रुस्सर्वमेवोपजीविनः।।2.32.27।।स राशिस्सुमहांस्तत्र दर्शनीयो ह्यदृश्यत।,"When all the dependents fetched the entire wealth of Rama, they were pleased to see the great heap of wealth. "
ततस्सपुरुषव्याघ्र स्तद्धनं सहलक्ष्मणः।।2.32.28।।द्विजेभ्यो बालवृद्धेभ्यः कृपणेभ्योऽह्यदापयत्।," Rama, best among men, got the entire wealth distributed among indigent brahmins, and young and old alike with the help of Lakshmana."
तत्रासीत्पिङ्गलो गार्ग्यस्त्रिजटो नाम वै द्विजः।।2.32.29।।क्षतवृत्तिर्वने नित्यं फालकुद्दाललाङ्गली।,"A brahmin by name, Trijata, a descendant of sage Garga and of reddishbrown colour used to live in that region earning his livelihood in the forest by digging the earth with an ironspade and a plough."
तं वृद्धं तरुणी भार्या बालानादाय दारकान्।।2.32.30।।अब्रवीद्बाह्मणं वाक्यं दारिद्र्येणाभिपीडिता।,"  His young wife, highly distressed due to poverty, keeping her young sons before her said to the aged brahmin: "
अपास्य फालं कुद्दालं कुरुष्व वचनं मम।।2.32.31।।रामं दर्शय धर्मज्ञं यदि किञ्चिदवाप्स्यसि।,  Listen to me throw away this ironspade. Go and see the righteous Rama.You may obtain something.
स भार्यावचनं श्रुत्वा शाटीमाच्छाद्य दुश्छदाम्।।2.32.32।।स प्रातिष्ठत पन्थानं यत्र रामनिवेशनम्।," At the words of his wife, Trijata took the path to Rama's palace, having wrapped  himself with a torn upper garment ."
भृग्वङ्गिरसमं दीप्त्या त्रिजटं जनसंसदि।।2.32.33।।आपञ्चमायाः कक्ष्यायाः नैनं कश्चिदवारयत्।,No one in the crowd stopped Tirjata until he reached the fifth courtyard as he looked like Bhrigu and Angirasa in brilliance.
स राजपुत्रमासाद्य त्रिजटो वाक्यमब्रवीत्।।2.32.34।।निर्धनो बहुपुत्रोऽस्मि राजपुत्र महायशः।उञ्छवृत्तिर्वने नित्यं प्रत्यवेक्षस्व मामिति।।2.32.35।।, Trijata approached Rama and said O illustrious prince I am a destitute and have many children. I am  living in the forest by collecting leftover grains. Look at me. 
तमुवाच ततो राम: परिहास समन्वितम्।गवां सहस्रमप्येकं न नु विश्राणितं मया।।2.32.36।।परिक्षिपसि दण्डेन यावत्तावदवाप्स्यसि।,"Rama jokingly replied to him, I have not yet gifted one thousand cows. Throw your staff and the cows on the space your staff covers will be yours."
स शाटीं त्वरितः कट्यां सम्भ्रान्तः परिवेष्ट्य ताम्।।2.32.37।।आविद्ध्य दण्डं चिक्षेप सर्वप्राणेन वेगितः।,"Bewildered Trijata swiftly tightened up his upper garment around his waist, set the direction for his staff and hurled it with all his might. "
स तीर्त्वा सरयूपारं दण्डस्तस्य कराच्च्युतः।।2.32.38।।गोव्रजे बहुसाहस्रे पपातोक्षणसन्निधौ।,The staff he hurled crossed the bank of the river Sarayu and fell near a bull in the midst of a thousands cows. 
तं परिष्वज्य धर्मात्मा आतस्मात्सरयूतटात्।।2.32.39।।आनयामास ता गोपै स्त्रिजटायाश्रमं प्रति।,"The virtuous Rama embraced Trijata, and despatched all the cattle extending up to the bank of Sarayu to his hermitage."
उवाच स ततो रामस्तं गार्ग्यमभिसान्त्वयन्।मन्युर्न खलु कर्तव्यः परिहासो ह्ययं मम।।2.32.40।।," Afterwards Rama sought to placate Trijata, that descendant of Ganga, saying: This was a joke. Do not be angry.   "
इदं हि तेजस्तव यद्दुरत्ययं तदेव जिज्ञासितुमिच्छता मया।इमं भवानर्थमभि प्रचोदितोवृणीष्व किं चेदपरं व्यवस्यति।।2.32.41।।,"Your power is unsurpassable and to ascertain this, I incited you to do this act. If there is anything else, ask for it.  "
ब्रवीमि सत्येन नतेऽस्ति यन्त्रणा धनं हि यद्यन्मम विप्रकारणात्।भवत्सु सम्यक्प्रतिपादनेन तन्मयार्जितं प्रीतियशस्करं भवेत्।।2.32.42।।,"Truly speaking, there is no limit to seeking wealth. My wealth is specifically meant for brahmins. By distributing all the wealth earned by me, I get pleasure and renown. "
तत स्सभार्य स्त्रिजटो महामुनिर्गवामनीकं प्रतिगृह्य मोदितः।यशोबलप्रीतिसुखोपबृंहणीस्तदाशिष: प्रत्यवदन्महात्मनः।।2.32.43।।,"Thereafter that great sage Trijata along with his wife, immensely happy to receive multitudes of cows, pronounced blessings on the magnanimous Rama for glory, power, pleasure and prosperity."
स चापि रामः प्रतिपूर्णमानसोमहद्धनं धर्मबलैरुपार्जितम्।नियोजयामास सुहृज्जनेऽचिराद्यथार्हसम्मानवचः प्रचोदितः।।2.32.44।।,"Prompted by the deserving words of acclaim from his friends, Rama distributed with joy and without delay the entire wealth earned by him through dharma."
द्विज स्सुहृद्भृत्यजनोऽथवा तदा दरिद्रभिक्षाचरणश्च योऽभवत्।न तत्र कश्चिन्न बभूव तर्पितोयथार्हसम्मानन दान सम्भ्रमैः।।2.32.46।।,"Thus there was none among those brahmins, attendants, poor people, and beggars, who was not satisfied with the honour (received) or with the charity.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अयोध्याकाण्डे द्वात्रिंशस्सर्गः।।Thus ends the thirtysecond sarga of Ayodhyakanda of the holy Ramayana, the first epic composed by sage Valmiki."
[Rama along with Sita and Lakshmana goes to the residence of Kaikeyi--hears comments on the way.]दत्त्वा तु सह वैदेह्या ब्राह्मणेभ्यो धनं बहु।जग्मतुः पितरं द्रष्टुं सीतया सह राघवौ।।2.33.1।।,"After giving away plenty of wealth to brahmins in charity, Rama and Lakshmana along with Sita set out to see their father, king Dasaratha. "
ततो गृहीते दुष्प्रेक्षे त्वशोभेतां तदायुधे।मालादामभिराबद्धे सीतया समलङ्कृते।।2.33.2।।,The pair of dazzling weapons held (by Rama and Lakshmana) looked splendid decorated with flower garlands by Sita. 
ततः प्रासादहर्म्याणि विमानशिखराणि च।अधिरुह्य जनश्श्रीमानुदासीनो व्यलोकयत्।।2.33.3।।,"The rich climbed their palaces and mansions, terraces of sevenstoried buildings and watched them sadly."
न हि रथ्याः स्म शक्यन्ते गन्तुं बहुजनाकुलाः।आरुह्य तस्मात्प्रासादान् दीनाः पश्यन्ति राघवम्।।2.33.4।।,"The streets were so thronged with multitudes of citizens that they were impassable. Therefore, people felt miserable and ascended their mansions and gazed at Rama. "
पदातिं वर्जितच्छत्रं रामं दृष्ट्वा जनास्तदा।ऊचुर्बहुविधा वाच श्शोकोपहतचेतसः।।2.33.5।।,"Seeing Rama walking without the royal umbrella, people were very much shocked. They expressed their reaction in so many words:"
यं यान्तमनुयाति स्म चतुरङ्गबलं महत्।तमेकं सीतया सार्धमनुयाति स्म लक्ष्मणः।।2.33.6।।," Whenever Rama went out, powerful army of four divisions used to follow him. Today he is walking alone followed by Lakshmana and Sita."
ऐश्वर्यस्य रसज्ञः सन् कामिनां चैव कामदः।नेच्छत्येवानृतं कर्तुं पितरं धर्मगौरवात्।।2.33.7।।,"Rama who enjoyed the comforts of affluence gratifies those who have desires. Out of veneration for righteousness, he does not want to prove his father false (to his promise)."
या न शक्या पुरा द्रष्टुं भूतैराकाशगैरपि।तामद्य सीतां पश्यन्ति राजमार्गगता जनाः।।2.33.8।।,It was not possible even for the creatures wandering in the sky (birds) to have a glimpse of Sita before. Now passersby walking the highway can behold her.
अङ्गरागोचितां सीतां रक्तचन्दनसेविनीम्।वर्षमुष्णं च शीतं च नेष्यन्त्याशु विवर्णताम्।।2.33.9।।,"Sita who used to apply fragrant unguents and smear the body with redsandal cream will now be exposed to the rain, the heat and the cold which will quickly discolour her body. "
अद्य नूनं दशरथस्सत्त्वमाविश्य भाषते।न हि राजा प्रियं पुत्रं विवासयितुमर्हति।।2.33.10।।,"Surely king Dasaratha possessed of an evil spirit spoke the way he did today. Otherwise, should a king banish his beloved son?"
निर्गुणस्यापि पुत्रस्य कथं स्याद्विप्रवासनम्।किं पुनर्यस्य लोकोऽयं जितो वृत्तेन केवलम्।।2.33.11।।,"Even a son who is bereft of virtues cannot be banished, what to say about Rama, who by good conduct alone has conquered the world. "
अनृशंस्यमनुक्रोशः श्रुतं शीलं दमश्शमः।राघवं शोभयन्त्येते षड्गुणाः पुरुषोत्तमम्।।2.33.12।।,"Harmlessness, compassion, learning, good conduct, restraint of senses and selfcontrol, all these six qualities adorn Rama, the greatest among men."
तस्मात्तस्योपघातेन प्रजाः परमपीडिताः।औदकानीव सत्त्वानि ग्रीष्मे सलिलसङ्क्षयात्।।2.33.13।।,"Therefore, people are deeply pained to see Rama afflicted. They look like aquatic creatures in summer when the water dries up."
पीडया पीडितं सर्वं जगदस्य जगत्पतेः।मूलस्येवोपघातेन वृक्षः पुष्पफलोपगः।।2.33.14।।,"Just as severed at the root, an entire tree along with its fruits and flowers is destroyed, similarly the whole world gets afflicted when Rama, the ruler of the world, comes to harm."
मूलं ह्येष मनुष्याणां धर्मसारो महाद्युतिः।पुष्पं फलं च पत्रं च शाखाश्चास्येतरे जनाः।।2.33.15।।,"Effulgent Rama personifies the essence of dharma. He is the root of  (the tree of) humanity. The other people are connected with this tree like flowers, fruit, leaves and branches."
ते लक्ष्मण इव क्षिप्रं सपत्न्य स्सहबान्धवाः।गच्छन्तमनुगच्छामो येन गच्छति राघवः।।2.33.16।।,"Let all of us without delay along with our wives and relations follow Rama, like Lakshmana, wherever he goes. "
उद्यानानि परित्यज्य क्षेत्राणि च गृहाणि च।एकदुःखसुखा राममनुगच्छाम धार्मिकम्।।2.33.17।।,"Deserting our gardens, fields and houses and experiencing the same joy and sorrow of the virtuous Rama, we shall follow him."
