content,explanation
जटी तापसरूपेण सभार्यश्शरचापधृत्।आगतस्त्वमिमं देशं कथं राक्षससेवितम्।।3.17.13।।किमागमनकृत्यं ते तत्त्वमाख्यातुमर्हसि।,"O Rama you are wearing matted hair like an ascetic, but living with your wife and holding bow and arrows. What brings you to this place haunted by demons ? You should tell me the truth ?"
एवमुक्तस्तु राक्षस्या शूर्पणख्या परन्तपः।।3.17.14।।ऋजुबुद्धितया सर्वमाख्यातुमुपचक्रमे।,"Thus asked by the demoness Surpanakha,  Rama, scorcher of foes began telling her everything due to his simplemindedness."
अनृतं न हि रामस्य कदाचिदपि सम्मतम्।।3.17.15।।विशेषेणाऽश्रमस्थस्य समीपे स्त्रीजनस्य च।,To Rama untruth is never acceptable at the hermitage and especially in the presence of a woman.
आसीद्धशरथो नाम राजा त्रिदशविक्रमः।।3.17.16।।तस्याहमग्रजः पुत्रो रामो नाम जनैश्श्रुतः।,(Rama replied) There was a king named Dasaratha who was mighty like the gods. I am his eldest son known among the people as Rama.
भ्राताऽयं लक्ष्मणो नाम यवीयान्मामनुव्रतः।।3.17.17।।इयं भार्या च वैदेही मम सीतेति विश्रुता।,"Here is Lakshmana , my younger brother, who always follows me . And this  is the daughter of the king of Videha and my wife, wellknown as Sita. "
नियोगात् तु नरेन्द्रस्य पितुर्मातुश्च यन्त्रितः।।3.17.18।।धर्मार्थं धर्मकाङ्क्षी च वनं वस्तुमिहागतः।,"I have come here, commanded by the king, my father and mother.Intending to obey the orders of my father, and impelled by duty to  establish righteousness I have come  to reside here. "
त्वां तु वेदितुमिच्छामि कस्य त्वं कासि कस्य वा।।3.17.19।।त्वं हि तावन्मनोज्ञाङ्गी राक्षसी प्रतिभासि मे।,I wish to know who you are. Tell me who your kins are. With lovely limbs you do not appear to be a demoness.
"इह वा किंनिमित्तं त्वमागता ब्रूहि तत्त्वत:।।3.17.20।।साब्रवीद् वचनं श्रुत्वा राक्षसी मदनार्दिता।

 ","Tell me truly what you have come here for. Having heard the words of Rama and overtaken by passion, the demoness said:"
श्रूयतां राम वक्ष्यामि तत्त्वार्थं वचनं मम। 3.17.21।।अहं शूर्पणखा नाम राक्षसी कामरूपिणी।अरण्यं विचरामीदमेका सर्वभयङ्करा।।3.17.22।।,"My name is Surpanakha. I am a demoness who can assume any form at will, I move in this forest alone, unleashing a reign of terror."
रावणो नाम मे भ्राता बलीयान्राक्षसेश्वरः।वीरो विश्रवसः पुत्रो यदि ते श्रोत्रमागतः।।3.17.23।।,"My brother is Ravana, son of Visrava, and lord of all demons. You have heard his name I suppose."
प्रवृद्धनिद्रश्च सदा कुम्भकर्णो महाबलः।विभीषणस्तु धर्मात्मा न तु राक्षसचेष्टितः।।3.17.24।।प्रख्यातवीर्यौ च रणे भ्रातरौ खरदूषणौ।,Kumbhakarna is another brother of mine. He is very strong. He is always in deep sleep. Vibhisna another brother. He is righteous free from  any demoniac trait. My other two brothers are Khara and Dusana who are wellknown heroes of war.
तानहं समतिक्रान्ता राम त्वा पूर्वदर्शनात्।।3.17.25।।समुपेतास्मि भावेन भर्तारं पुरुषोत्तमम्।,"Setting them aside, I came here, as soon as I saw you. You are the finest among men and I am here wishing you to be my husband."
अहं प्रभावसम्पन्ना स्वच्छन्दबलगामिनी।।3.17.26।।चिराय भव मे भर्ता सीतया किं करिष्यसि।,"I have influence over others, I have capacity to move wherever I want. Be my husband forever. What will you do with Sita?"
विकृता च विरूपा च न चेयं सदृशी तव।।3.17.27।।अहमेवानुरूपा ते भार्या रूपेण पश्य माम्।,"She is ugly, deformed, unsuitable for you. I  am alone  fit for you. Look upon me as your wife."
इमां विरूपामसतीं करालां निर्णतोदरीम्।।3.17.28।।अनेन ते सह भ्रात्रा भक्षयिष्यामि मानुषीम्।,"I will devour your brother along with this disfigured, unchaste and fearful lady with a flat belly."
ततः पर्वतशृङ्गाणि वनानि विविधानि च।।3.17.29।।पश्यन्सह मया कान्त दण्डकान्विचरिष्यसि।,"O darling, thereafter you can keep wandering with me in this Dandaka forest, enjoying the beauty of the mountain tops and forests. "
इत्येवमुक्तः काकुत्स्थः प्रहस्य मदिरेक्षणाम्।।3.17.30।।इदं वचनमारेभे वक्तुं वाक्यविशारदः।,"Thus addressed, Rama, skilled in speech, laughed and started speaking to that woman of bewitching eyes.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अरण्यकाण्डे सप्तदशस्सर्गः।।Thus ends the seventeenth sarga of Aranyakanda of the holy Ramayana the first epic composed by sage Valmiki."
[Rama directs Surpanakha to Lakshmana-- Surpanakha approaches Lakshmana to marry her -- Lakshmana cuts her nose and ears-- Surpanakha narrates the event to Khara.]ततश्शूर्पणखां रामः कामपाशावपाशिताम्।स्वच्छया श्लक्ष्णया वाचा स्मितपूर्वमथाब्रवीत्।।3.18.1।।,"To  Surpanakha bound by the noose of passion Rama with a smile replied in a clear, lucid manner:"
कृतदारोऽस्मि भवति भार्येयं दयिता मम।त्वद्विधानां तु नारीणां सुदुःखा ससपत्नता।।3.18.2।।,O lady I am married and here is my wife who is dear to me. To be a cowife to some one is indeed painful for people like you. 
अनुजस्त्वेष मे भ्राता शीलवान्प्रियदर्शनः।श्रीमानकृतदारश्च लक्ष्मणो नाम वीर्यवान्।।3.18.3।।,"Here is my younger brother Lakshmana. He is a man of good conduct, good look, valiant and virtuous. (Besides) he is not with his wife."
अपूर्वी भार्यया चार्थी तरुणः प्रियदर्शनः।अनुरूपश्च ते भर्ता रूपस्यास्य भविष्यति।।3.18.4।।,"He is not with his wife, and is in need of one. He is young, handsome and worthy. He will be an appropriate husband to you."
एनं भज विशालाक्षि भर्तारं भ्रातरं मम।असपत्ना वरारोहे मेरुमर्कप्रभा यथा।।3.18.5।।,"O  woman of large eyes and fine hips, my brother is fit for you. You will (with him) shine like the radiant Sun on mount Meru. You will enjoy yourself without a cowife. You may approach him."
इति रामेण सा प्रोक्ता राक्षसी काममोहिता।विसृज्य रामं सहसा ततो लक्ष्मणमब्रवीत्।।3.18.6।।,"Thus  told by Rama, the demoness, deluded with lust, left him suddenly, and said to Lakshmana:"
अस्य रूपस्य ते युक्ता भार्याहं वरवर्णिनी।मया सह सुखं सर्वान्दण्डकान्विचरिष्यसि।।3.18.7।।,"With my fine complexion, I will be a suitable wife for you. You can happily wander about in Dandaka forest with me.  "
एवमुक्तस्तु सौमित्री राक्षस्या वाक्यकोविदः।ततश्शूर्पणखीं स्मित्वा लक्ष्मणो युक्तमब्रवीत्।।3.18.8।।,"Thus addressed by the demoness Lakshmana, son of Sumitra, wellversed in the use of words gave her a befitting reply :"
कथं दासस्य मे दासी भार्या भवितुमिच्छसि।सोऽहमार्येण परवान्भ्रात्रा कमलवर्णिनि।।3.18.9।।,"O lotuscomplexioned woman , how can you act as a maid to a slave ? Why do you intend to be so? I am already dependent on my revered brother."
समृद्धार्थस्य सिद्धार्था मुदितामलवर्णिनी।आर्यस्य त्वं विशालाक्षि भार्या भव यवीयसी।।3.18.10।।,"O largeeyed one, you have a clear complexion. You may become the younger wife of my master who is lord of great wealth. And live a happy, fulfilled life."
एनां विरूपामसतीं करालां निर्णतोदरीम्।भार्यां वृद्धां परित्यज्य त्वामेवैष भजिष्यति।।3.18.11।।,"He will abandon this uglylooking, unchaste, frightening old woman of drooping belly and accept you alone as his wife."
को हि रूपमिदं श्रेष्ठं संत्यज्य वरवर्णिनि।मानुषीषु वरारोहे कुर्याद्भावं विचक्षणः।।3.18.12।।,"O lady of fair complexion and beautiful hips, which wise man will fall in love with any other female giving up a fine figure like you ?"
इति सा लक्ष्मणेनोक्ता कराला निर्णतोदरी।मन्यते तद्वचस्तथ्यं परिहासाविचक्षणा।।3.18.13।।,"While Lakshmana was thus making fun of the dreadful, droopingbellied Surpanakha, she presumed his words to be true."
सा रामं पर्णशालायामुपविष्टं परन्तपम्।सीतया सह दुर्दर्षमब्रवीत्काममोहिता।।3.18.14।।,"Deluded with passion, Surpanakha said to formidable Rama, the scorcher of foes,  seated in the leafthatched hut along with Sita:"
एनां विरूपामसतीं करालां निर्णतोदरीम्।वृद्धां भार्यामवष्टभ्य मां न त्वं बहुमन्यसे।।3.18.15।।,"You are holding on to this lady who is ugly, unchaste, fiercelooking, flatbellied and  aged and not caring for me."
अद्येमां भक्षयिष्यामि पश्यतस्तव मानुषीम्।त्वया सह चरिष्यामि निस्सपत्ना यथासुखम्।।3.18.16।।,I shall eat up this woman now before your very eyes and I can move about happily with you without a cowife.
इत्युक्त्वा मृगशाबाक्षीमलातसदृशेक्षणा।अभ्यधावत्सुसङ्कृद्धा महोल्कां रोहिणीमिव।।3.18.17।।,"While speaking this, Surpanakha, with eyes like flaming amber ran to the fawneyed Sita in great anger like a giant meteor hurtling towards the constellation of Rohini : "
तां मृत्युपाशप्रतिमामापतन्तीं महाबलः।निगृह्य रामः कुपित स्ततो लक्ष्मणमब्रवीत्।।3.18.18।।,"Mighty Rama in a rage restrained her who was falling upon Sita like the noose of death, and said to Lakshmana:"
क्रूरैरनार्यै स्सौमित्रे परिहासः कथञ्चन।न कार्यः पश्यवैदेहीं कथञ्चित्सौम्य जीवतीम्।।3.18.19।।,"O handsome Lakshmana it is not proper to cut jokes with wicked, uncivilized persons. Now see Sita who has somehow survived."
इमां विरूपामसतीमतिमत्तां महोदरीम्।राक्षसीं पुरुषव्याघ्र विरूपयितुमर्हसि।।3.18.20।।,"O tiger among men, this uncouth, bigbellied, unchaste and highly passionate demoness deserves to be formed."
इत्युक्तो लक्ष्मणस्तस्याः क्रुद्धो रामस्य पार्श्वतः।उद्धृत्य खङ्गं चिच्छेद कर्णनासं महाबलः।।3.18.21।।,"Thus instructed (by Rama), powerful Lakshmana took position by the side of Rama, angrily lifted the sword and cut off her nose and ears."
निकृत्तकर्णनासा तु विस्वरं सा विनद्य च।यथागतं प्रदुद्राव घोरा शूर्पणखा वनम्।।3.18.22।।,"Dreadful Surpanakha with her ears and nose cut off, roared in a hoarse voice and ran away into the forest in the same direction as she came."
सा विरूपा महाघोरा राक्षसी शोणितोक्षिता।ननाद विविधान्नादान्यथा प्रावृषि तोयदः।।3.18.23।।,"The dreadful demoness who thus was disfigured. Drenched in blood, she  thundered like a cloud in rainy season."
सा विक्षरन्ती रुधिरं बहुधा घोरदर्शना।प्रगृह्य बाहू गर्जन्ती प्रविवेश महावनम्।।3.18.24।।,"Dripping blood profusely, the frightful demoness lifted her arms and entered the great forestroaring."
ततस्तु सा राक्षससङ्घसंवृतं खरं जनस्थानगतं विरूपिता।उपेत्य तं भ्रातरमुग्रदर्शनं पपात भूमौ गगनाद्यथाऽशनिः।।3.18.25।।,"A disfigured demoness, she fell down like the thunderbolt from the sky on the ground while her fiercelooking brother Khara sat surrounded by demons at Janasthana."
ततस्सभार्यं भयमोहमूर्छिता सलक्ष्मणं राघवमागतं वनम्।विरूपणं चात्मनि शोणितोक्षिता शशंस सर्वं भगिनी खरस्य सा।।3.18.26।।,"Thereafter the sister of Khara, wild with fear and delusion and drenched in blood, narrated all about the arrival of Rama, Sita and Lakshmana in the forest and her disfigurement.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अरण्यकाण्डे अष्टादशस्सर्ग।।Thus ends the eighteenth sarga of Aranyakanda of the holy Ramayana the first epic composed by sage Valmiki."
[Khara gets angry seeing mutilated Surpanakha --Surpanakha's description of Rama and Lakshmana to Khara-- Khara sends fourteen demons to attack Rama.]तां तथा पतितां दृष्ट्वा विरूपां शोणितोक्षिताम्।भगिनीं क्रोधसन्तप्तः खरः पप्रच्छ राक्षसः।।3.19.1।।,"Burning with anger to see his sister fallen down disfigured and drenched in blood, Khara enquired:"
उत्तिष्ठ तावदाख्याहि प्रमोहं जहि सम्भ्रमम्।व्यक्तमाख्याहि केन त्वमेवं रूपा विरूपिता।।3.19.2।।,"Get up, give up your confusion and stupefaction. Tell me clearly by whom you have been disfigured like this ?"
कः कृष्णसर्पमासीनमाशीविषमनागसम्।तुदत्यभिसमापन्नमङ्गुल्यग्रेण लीलया।।3.19.3।।,"Who will hurt  an innocent, venomous black serpent and stay away quietly close by for fun with his finger tip?"
कः कालपाशं समासज्य कण्ठे मोहान्न बुध्यते।यस्त्वामद्य समासाद्य पीतवान्विषमुत्तमम्।।3.19.4।।,"Who is he who has tied has tied his throat with the noose of death out of ignorance and yet does not know the implications ? Who is he who has caused this injury to you, but does not understand that he has drunk deadly poison."
बलविक्रमसम्पन्ना कामगा कामरूपिणी।इमामवस्थां नीता त्वं केनान्तकसमागता।।3.19.5।।,You have sufficient strength and courage. You are capable of  moving as you like and taking any form at your will. By whom have you been brought to this state and drawn close to death?
देवगन्धर्वभूतानामृषीणां च महात्मनाम्।कोऽयमेवं विरूपां त्वां महावीर्यश्चकार ह।।3.19.6।।,"Which valiant person among gods, gandharvas, sages and other great people, has disfigured you like this ?"
न हि पश्याम्यहं लोके यः कुर्यान्मम विप्रियम्।अमरेषु सहस्राक्षं महेन्द्रं पाकशासनम्।।3.19.7।।,"I can see none in this world who can offend me, nor even the thousandeyed Indra among the gods."
अद्याहं मार्गणैः प्राणानादास्ये जीवितान्तकैः।सलिले क्षीरमासक्तं निष्पिबन्निव सारसः।।3.19.8।।,"Just as the swan drinks only milk from water (mixed with milk), my arrows will (unerringly) drain the life from the enemy's body right now."
निहतस्य मया सङ्ख्ये शरसंकृत्तमर्मणः।सफेनं रुधिरं रक्तं मेदिनी कस्य पास्यति।।3.19.9।।,"Whose foamy, red blood will the earth drink while I strike his vital organs with my arrows in the fight ?"
कस्य पत्ररथाः कायान्मांसमुत्कृत्य सङ्गताः।प्रहृष्टा भक्षयिष्यन्ति निहतस्य मया रणे।।3.19.10।।,"Whose flesh will be eaten by cheerful flocks of (vultures), biting and tearing his body when he is killed by me in the battle ? "
तं न देवा न गन्धर्वा न पिशाचा न राक्षसाः।मयापकृष्टं कृपणं शक्तास्त्रातुं महाहवे।।3.19.11।।,Neither gods nor devils nor gandharvas nor even demons will have the power to rescue that hapless creature dragged by me ruthlessly in the battle.
उपलभ्य शनैस्संज्ञां तं मे शंसितुमर्हसि।येन त्वं दुर्विनीतेन वने विक्रम्य निर्जिता।।3.19.12।।,You should tell me as you slowly regain your consciousness which bragart has overpowered you in the forest with his strength. 
इति भ्रातुर्वचश्श्रुत्वा क्रुद्धस्य च विशेषतः।ततश्शूर्पणखा वाक्यं सबाष्पमिदमब्रवीत्।।3.19.13।।,"On hearing her angry brother, Surpanakha replied with words choked with tears:"
तरुणौ रूपसम्पन्नौ सुकुमारौ महाबलौ।पुण्डरीकविशालाक्षौ चीरकृष्णाजिनाम्बरौ।।3.19.14।।फलमूलाशनौ दान्तौ तापसौ धर्मचारिणौ।पुत्रौ दशरथस्यास्तां भ्रातरौ रामलक्ष्मणौ।।3.19.15।।,"Here are two young sons of Dasaratha, Rama and Lakshmana, who are gentle, handsome,  strong, with eyes like white lotus, wearing deerskin and bark robes, living on fruits and roots, selfrestrained like ascetics and following the righteous path."
गन्धर्वराजप्रतिमौ पार्थिवव्यञ्जनान्वितौ।देवौ वा मानुषौ वा तौ न तर्कयितुमुत्सहे।।3.19.16।।,They are kings of the gandharvas with all royal insignia. I was not able to discern whether they are gods or humans.  
तरुणी रूपसम्पन्ना सर्वाभरणभूषिता।दृष्टा तत्र मया नारी तयोर्मध्ये सुमध्यमा।।3.19.17।।,"I saw between them a young, beautiful woman of slender waist, adorned with all kinds of jewels."
ताभ्यामुभाभ्यां सम्भूय प्रमदामधिकृत्य ताम्।इमामवस्थां नीताहं यथानाथासती तथा।।3.19.18।।,I have been subjected to this state of an orphan unfaithful woman by both of them for the sake of that lady. 
तस्याश्चानृजुवृत्तायास्तयोश्च हतयोरहम्।सफेनं पातुमिच्छामि रुधिरं रणमूर्धनि।।3.19.19।।,I wish to drink the foamy blood of that crooked woman and of both the brothers slain on the battle front.
एष मे प्रथमः कामः कृतस्तात त्वया भवेत्।तस्यास्तयोश्च रुधिरं पिबेयमहमाहवे।।3.19.20।।,"O dear  this is my first wish and you must fulfil it. I will drink her blood and  of the two brothers, in the battle."
इति तस्यां ब्रुवाणायां चतुर्दश महाबलान्।व्यादिदेश खरः क्रुद्धो राक्षसानन्तकोपमान्।।3.19.21।।,"As she was speaking, the inflamed Khara ordered fourteen very strong demons, comparable to Yama, the god of death, to proceed."
मानुषौ शस्त्रसम्पन्नौ चीरकृष्णाजिनाम्बरौ।प्रविष्टौ दण्डकारण्यं घोरं प्रमदया सह।।3.19.22।।,"Two human beings equipped with weapons, clad in bark robes and deerskin have entered the dreadful Dandaka forest along with a woman of bewitching beauty."
तौ हत्वा तां च दुर्वृत्तामपावर्तितुमर्हथ।इयं च रुधिरं तेषां भगिनी मम पास्यति।।3.19.23।।,I want you to get  both of them along with that notorious woman killed. This sister of mine will drink their blood. 
मनोरथोऽयमिष्टोऽस्या भगिन्या मम राक्षसाः।शीघ्रं सम्पाद्यतां तौ च प्रमथ्य स्वेन तेजसा।।3.19.24।।,O demons quickly go and crush them with your power and fulfil my sister's sincere wish.
इति प्रतिसमादिष्टा राक्षसास्ते चतुर्दश।तत्र जग्मुस्तया सार्धं घना वातेरिता यथा।।3.19.25।।,"Thus commanded, the fourteen demons along with Surpanakha rushed there like windblown clouds."
ततस्तु ते तं समुदग्रतेजसं तथापिऽतीक्ष्णप्रदरा निशाचराः।न शेकुरेनं सहसा प्रमर्दितुं वनद्विपा दीप्तमिवाग्निमुत्थितम्।।3.19.26।।,"The nightrangers were unable to crush him(Rama) despite their sharp, glowing weapons  just as wild elephants cannot face all at once the rising flame of the forest fire.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अरण्यकाण्डे एकोनविंशस्सर्गः।।Thus ends the nineteenth sarga of Aranyakanda of the holy Ramayana the first epic composed by sage Valmiki."
[Rama kills all the fourteen demons -- Surpanakha describes the killing to Khara.]ततश्शूर्पणखा घोरा राघवाश्रममागता।राक्षसानाचचक्षे तौ भ्रातरौ सह सीतया।।3.20.1।।,The frightful Surpanakha came to the hermitage of Rama and showed both the brothers and Sita to the demons.
ते रामं पर्णशालायामुपविष्टं महाबलम्।ददृशुस्सीतया सार्धं वैदेह्या लक्ष्मणेन च।3.20.2।।,They saw mighty Rama together with Vaidehi and Lakshmana sitting in the leafthatched cottage.
तान्दृष्ट्वा राघवश्श्रीमानागतांस्तां च राक्षसीम्।अब्रवीद्भ्रातरं रामो लक्ष्मणं दीप्ततेजसम्।।3.20.3।।,"Seeing the demons along with Surpanakha arrive, said the handsome Rama, scion of the Raghu dynasty to his brother Lakshmana, who was blazing like fire :"
मुहूर्तं भव सौमित्रे सीतायाः प्रत्यनन्तरः।इमानस्या वधिष्यामि पदवीमागतानिह।।3.20.4।।,O Lakshmana  stand by Sita for a while. I shall kill these demons who have come here.
वाक्यमेतत्ततश्श्रुत्वा रामस्य विदितात्मनः।तथेति लक्ष्मणो वाक्यं रामस्य प्रत्यपूजयत्।।3.20.5।।,"Lakshmana heard him and in turn honoured the word of Rama, knower of the self."
राघवोऽपि महच्चापं चामीकरविभूषितम्।चकार सज्यं धर्मात्मा तानि रक्षांसि चाब्रवीत्।।3.20.6।।,"Righteous Rama too, lifted up his great bow decked with gold and fastened the string and then said to the demons:"
पुत्रौ दशरथस्यावां भ्रातरौ रामलक्ष्मणौ।प्रविष्टौ सीतया सार्धं दुश्चरं दण्डकावनम्।।3.20.7।।,"We, Rama and Lakshmana, sons of Dasaratha, are brothers, who have entered the inaccessible Dandaka forest along with Sita."
फलमूलाशनौ दान्तौ तापसौ धर्मचारिणौ।वसन्तौ दण्डकारण्ये किमर्थमुपहिंसथ।।3.20.8।।,"Feeding on fruits and roots and following the righteous path, we are living in Dandaka forest like ascetics. Why are you torturing us?"
युष्मान्पापात्मकान्हन्तुं विप्रकारान्महाहवे।ऋषीणां तु नियोगेन प्राप्तोऽहं सशरायुधः।।3.20.9।।,"I came here equipped with bows, arrows and weapons, asked by ascetics to kill in the battle sinners like you who are offending them."
तिष्ठतैवात्र सन्तुष्टा नोपावर्तितुमर्हथ।यदि प्राणैरिहार्थो वा निवर्तध्वं निशाचराः।।3.20.10।।,"If you care for your life, you may return, or else, if you please you may remain (die) here, O demons."
तस्य तद्वचनं श्रुत्वा राक्षसास्ते चतुर्दश।ऊचुर्वाचं  सुसंक्रुद्धा ब्रह्मघ्नाश्शूलपाणयः।।3.20.11।।,"At these words, the destroyers of brahmins, the fourteen demons were inflamed. They lifted their spears and spoke:"
क्रोधमुत्पाद्य नो भर्तुः खरस्य सुमहात्मनः।त्वमेव हास्यसे प्राणानद्यास्माभिर्हतो युधि।।3.20.12।।,"You have incited the wrath of Khara, our great master for which you will now pay with your life in the fight."
का हि ते शक्तिरेकस्य बहूनां रणमूर्धनी।अस्माकमग्रतः स्थातुं किं पुनर्योद्दुमाहवे।।3.20.13।।,"How can you face us alone? We outnumber you? Leave alone fighting, you cannot even stand in front of us."
एहि बाहुप्रयुक्तैर्नः परिघैश्शूलपट्टिसैः।प्राणांस्त्यक्षसि वीर्यं च धनुश्च करपीडितम्।।3.20.14।।,"Come on with daggers and sharpedged spears hurled, you will give up your life,your prowess as well as the bow held in your hand."
इत्येवमुक्त्वा सङ्कृद्धा राक्षसास्ते चतुर्दश।चिक्षिपुस्तानि शूलानि राघवं प्रति दुर्जयम्।।3.20.15।।,"Saying these words, the fourteen infuriated demons hurled their spears at invincible Rama."
तानि शूलानि काकुत्स्थस्समस्तानि चतुर्दश।तावद्भिरेव चिच्छेद शरैः काञ्चनभूषणैः।।3.20.16।।,All the fourteen spears hurled turned into splinters by the same number of golden arrows released by Rama. 
ततः पश्चान्महातेजा नाराचान्सूर्यसन्निभान्।जग्राह परमक्रुद्धश्चतुर्दश शिलाशितान्।।3.20.17।।,"Then the effulgent Rama, mighty angry, took fourteen arrows sharpened by stones and glowing like the  Sun."
गृहीत्वा धनुरायम्य लक्ष्यानुद्दिश्य राक्षसान्।मुमोच राघवो बाणान्वज्रानिव शतक्रतुः।।3.20.18।।,"Rama took the bow, stretched it and aimed at his target, the demons  and sent the arrows as Indra would release the thunderbolt."
रुक्मपुङ्खाश्च विशिखा दीप्ता हेमविभूषिताः।ते भित्त्वा रक्षसां वेगाद्वक्षांसि रुधिराप्लुताः।3.20.19।।विनिष्पेतुस्तदा भूमौ न्यमज्जन्ताशनिस्वनाः।,"Goldfeathered blazing arrows decorated with gold, released by Rama flew fast and pierced the chests of the demons. Drenched in blood they (the arrows) thundered (out of their chests) and  plunged into the earth."
ते भिन्नहृदया भूमौ छिन्नमूला इव द्रुमाः।।3.20.20।।निपेतुश्शोणितार्द्राङ्गा विकृता विगतासवः।,"With their hearts split, their bodies drenched in blood, disfigured and lifeless, the demons fell down on earth like trees cut  at the roots."
तान् दृष्ट्वा पतितान्भूमौ राक्षसी क्रोधमूर्छिता।।3.20.21।।परित्रस्ता पुनस्तत्र व्यसृजद्भैरवस्वनान्।,"Seeing the demons fallen on the ground, the demoness wild with anger and fear roared."
उपगम्य खरं सा तु किञ्चित्संशुष्कशोणिता।।3.20.22।।पपात पुनरेवार्ता सनिर्यासेव सल्लकी।,"Her blood slightly dried up, she came back afflicted to Khara and fell down like a sallaki tree, its sap oozing."
पपात पुनरेवार्ता सनिर्यासेव सल्लकी ।।3.20.23 ।।,Missing
भ्रातुस्समीपे शोकार्ता ससर्ज निनदं मुहुः।।3.20.24।।सस्वरं मुमुचे बाष्पं विषण्णवदना तदा।,"Then desperately screaming and shedding tears with a sad face beside her brother, she roared again and again."
निपातितान् दृश्य रणे तु राक्षसान् प्रधाविता शूर्पणखा पुनस्ततः।वधं च तेषां निखिलेन रक्षसां शशंस सर्वं भगिनी खरस्य सा।।3.20.25।।,"When Surpanakha saw the demons fall dead on the battleground, she ran to Khara,her brother and told in detail about the death of the demons.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अरण्यकाण्डे विंशस्सर्गः।।Thus ends the twentieth sarga of Aranyakanda of the holy Ramayana the first epic composed by sage Valmiki."
[Khara pacifies Surpanakha -- Surpanakha provokes Khara against Rama.]स पुनः पतितां दृष्ट्वा क्रोधाच्छूर्पणखां खरः।उवाच व्यक्तया वाचा तामनर्थार्थमागताम्।।3.21.1।।,"Seeing Surpanakha collapse, Khara said in clear terms about the unfortunate situation she had created:"
मया त्विदानीं शूरास्ते राक्षसा रुधिराशनाः।त्वत्प्रियार्थं विनिर्दिष्टाः किमर्थं रुद्यते पुनः।।3.21.2।।, The valiant demons who feed on blood have been commissioned for your pleasure. Why are you crying again?
भक्ताश्चैवानुरक्ताश्च हिताश्च मम नित्यशः।हन्यमाना न हन्यन्ते न न कुर्युर्वचो मम।।3.21.3।।,"They are loyal and faithful to me. They are always my wellwishers. Even when attacked, they cannot be killed. They never fail to carry out my orders."
किमेतच्छ्रोतुमिच्छामि कारणं यत्कृते पुनः।हा नाथेति विनर्दन्ती सर्पवल्लुठसि क्षितौ।।3.21.4।।,I wish to know what makes you lament and roll on the ground like a serpent and hissing? 
अनाथवद्विलपसि नाथे तु मयि संस्थिते।उत्तिष्ठोत्तिष्ठ माभैषीर्वैक्लव्यं त्यज्यतामिह।।3.21.5।।,"When I am here like a lord to protect you, why do you weep like an orphan? Get up. Give up your anxiety. Be not afraid."
इत्येवमुक्ता दुर्धर्षा खरेण परिसान्त्विता।विमृज्य नयने सास्रे खरं भ्रातरमब्रवीत्।।3.21.6।।,"Thus consoled by Khara, invincible Surpanakha wiped her tearful eyes and said to her brother:"
"अस्मीदानीमहं प्राप्ता हृतश्रवणनासिका।शोणितौघपरिक्लिन्ना त्वया च परिसान्त्विता।।3.21.7।।

","My ears and nose sliced off, drenched with blood, I came to you and you pacified me."
प्रेषिताश्च त्वया वीर राक्षसास्ते चतुर्दश।निहन्तुं राघवं क्रोधान्मत्प्रियार्थं सलक्षणम्।।3.21.8।।,"O warrior  you had sent, out of anger, fourteen demons to put an end to Rama along with Lakshmana in order to please me."
ते तु रामेण सामर्षाः शूलपट्टसपाणयः।समरे निहतास्सर्वे सायकैर्मर्मभेदिभिः।।3.21.9।।,"The demons who went with spears in their hands were killed, their hearts pierced by  Rama's arrows."
तान्दृष्ट्वा पतितान्भूमौ क्षणेनैव महाबलान्।रामस्य च महत्कर्म महांस्त्रासोऽभवन्मम।।3.21.10।।,"Seeing the powerful demons collapse on the ground in a moment's time through Rama's action, I was frightened."
अहमस्मि समुद्विग्ना विषण्णा च निशाचर।शरणं त्वां पुनः प्राप्ता सर्वतोभयदर्शिनी।।3.21.11।।,"O demon  I am scared and sad. To me everything looks frightening. I, therefore, seek refuge in you."
विषादनक्राध्युषिते परित्रासोर्मिमालिनि।किं मां न त्रायसे मग्नां विपुले शोकसागरे।।3.21.12।।,I am drowned in a vast sea of sorrow where crocodiles in the form of distress reside. It is full of rows of waves of fright. Why do you not save me?
एते च निहता भूमौ रामेण निशितैः शरैः।येऽपि मे पदवीं प्राप्ता राक्षसाः पिशिताशनाः।।3.21.13।।,"The demons who live on flesh, who came following me fell down on earth and lay dead,  shot by the sharp arrows of Rama."
मयि ते यद्यनुक्रोशो यदि रक्षस्सु तेषु च।रामेण यदि ते शक्तिस्तेजो वास्ति निशाचर।3.21.14।।दण्डकारण्यनिलयं जहि राक्षसकण्टकम्।,"O demon  if you have compassion for me or for the demons, if you have the power and energy to face Rama, kill the enemy of the demons living in Dandaka forest."
यदि रामं ममामित्रं न त्वमद्यवधिष्यसि।।3.21.15।।तवैव चाग्रतः प्राणांस्त्यक्षामि निरपत्रप।,"If now you do not kill that Rama, my enemy, O shameless one, I will give up my life in your very presence."
