content,explanation
"[Hanuman chances upon Mandodari, wife of Ravana -- mistakes her for Sita on account of her beauty and charm.]तत्र दिव्योपमं मुख्यं स्फाटिकं रत्नभूषितम्।अवेक्षमाणो हनुमान् ददर्श शयनासनम्।।5.10.1।।दान्तकाञ्चनचित्राङ्गैर्वैडूर्यैश्च वरासनैः।महार्हास्तरणोपेतैरुपपन्नं महाधनैः।।5.10.2।।","Looking around, Hanuman noticed a bed chamber, with a heavenly dais on which he saw a couch encrusted with crystals, vaidurya, and inlaid with colourful ivory and gold. It had an exquisite rich covering."
तस्य चैकतमे देशे सोऽग्य्रमालाविभूषितम्।ददर्श पाण्डुरं छत्रं ताराधिपतिसन्निभम्।।5.10.3।।,"Hanuman saw an umbrella in one spot decorated with the best of garlands. The white umbrella looked like the Moon, lord of stars."
जातरूपपरिक्षिप्तं चित्रभानुसमप्रभम्।अशोकमालाविततं ददर्श परमासनम्।।5.10.4।।वालव्यजनहस्ताभिर्वीज्यमानं समन्ततः।गन्धैश्च विविधैर्जुष्टं वरधूपेन धूपितम्।।5.10.5।।परमास्तरणास्तीर्णमाविकाजिनसंवृतम्।दामभिर्वरमाल्यानां समन्तादुपशोभितम्।।5.10.6।।,"He saw an exquisite couch made of gold shining wonderfully like the Sun. It was decorated with ashoka flowers. Women were holding fans of chamari deer. It was upholstered with the best of bedspreads made of soft sheep skin and adorned with beautiful strings of flower garlands. Scented with aromatic smoke, it was refreshed with fragrance which had spread all over the place."
तस्मिन् जीमूतसंकाशं प्रदीप्तोत्तमकुण्डलम्।लोहिताक्षं महाबाहुं महारजतवाससम्।।5.10.7।।लोहितेनानुलिप्ताङ्गं चन्दनेन सुगन्धिना।सन्ध्यारक्तमिवाकाशे तोयदं सतटिद्गणम्।।5.10.8।।वृतमाभरणैर्दिव्यैः सुरूपं कामरूपिणम्।सवृक्षवनगुल्माढ्यं प्रसुप्तमिव मन्दरम्।।5.10.9।।क्रीडित्वोपरतं रात्रौ वराभरणभूषितम्।प्रियं राक्षसकन्यानां राक्षसानां सुखावहम्।।5.10.10।।पीत्वाऽप्युपरतं चापि ददर्श स महाकपिः।भास्वरे शयने वीरं प्रसुप्तं राक्षसाधिपम्।।5.10.11।।,"Hanuman saw the mightyarmed, heroic lord of demons, sleeping with huge bloodshot eyes looking like a cloud, he was adorned with flashing earrings, and clad in robes of silver texture. His body was smeared with red sandal paste of sweet fragrance. Therefore, he looked like a cloud reddened by twilight and flashing with the lightning of his ornaments. He was handsome and could assume any form at will. He looked like Mandara mountain surrounded thickly with  trees and wild bushes. Decked with exquisite ornaments, he was sleeping after dalliance at night on that glittering couch. He was the beloved of the ogresses and bringer of joy to them"
निःश्वसन्तं यथा नागं रावणं वानरर्षभः।आसाद्य परमोद्विग्नस्सोपासर्पत्सुभीतवत्।।5.10.12।।,"Having reached Ravana, who was breathing (hissing) like a snake, Hanuman was for a moment frightened and drew away from him as if he was put to terrible fear."
अथाऽऽरोहणमासाद्य वेदिकाऽन्तरमाश्रितः।सुप्तं राक्षसशार्दूलं प्रेक्षते स्म महाकपिः।।5.10.13।।,"The great vanara ascended the stairway and reached another altar and once again looked at the sleeping Ravana, the tiger among demons."
शुशुभे राक्षसेन्द्रस्य स्वपतः शयनोत्तमम्।गन्धहस्तिनि संविष्टे यथा प्रस्रवणं महत्।।5.10.14।।,"While the lord of demons lay asleep on the magnificent couch, he  looked like the Prasravana hill with its elephant in rut."
काञ्चनाङ्गदसन्नध्दै च ददर्श स महात्मनः।विक्षिप्तौ राक्षसेन्द्रस्य भुजाविन्द्रध्वजोपमौ।।5.10.15।।ऐरावतविषाणाग्रैरापीडनकृतव्रणौ।वज्रोल्लिखितपीनांसौ विष्णुचक्रपरिक्षतौ।।5.10.16।।पीनौ समसुजातांसौ संगतौ बलसंयुतौ।सुलक्षणनखाङ्गुष्ठा स्वङ्गुलीतललक्षितौ।।5.10.17।।संहतौ परिघाकारौ वृत्तौ करिकरोपमौ।विक्षिप्तौ शयने शुभ्रे पञ्चशीर्षाविवोरगौ।।5.10.18।।शशक्षतजकल्पेन सुशीतेन सुगन्धिना।चन्दनेन परार्ध्येन स्वनुलिप्तौ स्वलङ्कृतौ।।5.10.19।।उत्तमस्त्रीविमृदितौ गन्धोत्तमनिषेवितौ।यक्षपन्नगगन्धर्वदेवदानवराविणौ।।5.10.20।।,"Hanuman saw the great Ravana's arms, which were like a pair of Indra's flag staff adorned with golden straps. The arms bore the marks of wounds caused by Airavata, (Indra's elephant), torn by the thunderbolt of Indra in war, and wounded by the discus of Lord Visnu. His strong, fleshy, wellbuilt arms, having auspicious thumbnails, shapely fingers and palms, pressed together, resembled the iron crowbars or beam used for main doors. The arms resembled elephant's trunks, tossed on a clean bed, resembling two fivehooded snakes (fingers like hoods), besmeared with cool, fragrant, red sandalpaste of excellent quality which looked red like the hare's blood. They were well massaged  by the best of women with fine, fragrant sandal paste. They were the arms which could make yakshas, pannagas, gods and demons roar in fear at their sight."
ददर्श स कपिस्तत्र बाहू शयनसंस्थितौ।मन्दरस्यांतरे सुप्तौ महाही रुषिताविव।।5.10.21।।,"The vanara, gazed at the arms of Ravana placed on the couch that appeared like two angry snakes asleep in a cave on (the lap) of mount Mandara."
ताभ्यां स परिपूर्णाभ्यां भुजाभ्यां राक्षसेश्वरः।शुशुभेऽचलसङ्काशः शृङ्गाभ्यामिव मन्दरः।।5.10.22।।,"The lord of demons looked splendid like a mountain with his long, fully developed arms. He appeared like Mandara mountain with two lofty peaks."
चूतपुन्नागसुरभिर्वकुलोत्तमसंयुतः।मृष्टान्नरससंयुक्तः पानगन्धपुरस्कृतः।।5.10.23।।तस्य राक्षससिंहस्य निश्चक्राम महामुखात्।शयानस्य विनिःश्वासः पूरयन्निव तद् गृहम्।।5.10.24।।,The breath released from the huge mouth of that lion of demons carried the fragrance of mango and punnaga as well as excellent Bakula flowers. It exuded the aroma of rich and delicious food and different drink. It was as though pervading the whole chamber.
मुक्तामणिविचित्रेण काञ्चनेन विराजितम्।मकुटेनापवृत्तेन कुण्डलोज्वलिताननम्।।5.10.25।।रक्तचन्दनदिग्धेन तथा हारेण शोभिना।पीनायतविशालेन वक्षसाऽभिविराजितम्।।5.10.26।।पाण्डरेणापविद्धेन क्षौमेण क्षतजेक्षणम्।महार्हेण सुसंवीतं पीतेनोत्तमवाससा।।5.10.27।।माषराशिप्रतीकाशं निश्श्वसन्तं भुजङ्गवत्।गाङ्गे महति तोयान्ते प्रसुप्तमिव कुञ्जरम्।।5.10.28।।चतुर्भिः काञ्चनैर्दीपैद्धीप्यमानचतुर्दिशम्।प्रकाशीकृतसर्वाङ्गं मेघं विद्युद्गणैरिव।।5.10.29।।पादमूलगताश्चापि ददर्श सुमहात्मनः।पत्नी: स प्रियभार्यस्य तस्य रक्षःपतेर्गृहे।।5.10.30।।,"Hanuman saw Ravana, whose face was lit up by his earrings. His shining headgear studded with gold and pearls was set aside. His fleshy, broad chest on which the pearl necklace had slightly receded from its position(as he was asleep)  was shining along with the red sandal paste. He had put on a splendid white silken cloth which had also slipped a little and was covered with exquisitely  rich yellow upper garment. His eyes were bloodred. His body was comparable to a heap of blackbeans. He was sighing heavily like a hissing snake. He appeared like an elephant sleeping on the banks of the great river Ganges. With four golden lamps glowing on four sides of the bed,the four directions were illuminated. All his limbs lit up bright (with the glow of lamps), he looked like a cloud with streaks of lightning. His dear wives were seen resting at his feet in the palace of the lord of demons."
शशिप्रकाशवदनाश्चारुकुण्डलभूषिताः।अम्लानमाल्याभरणा ददर्श हरियूथपः।।5.10.31।।,"Hanuman, the leader of vanaras found the wives of Ravana,  whose  faces were bright as the Moon, adorned with beautiful earrings and fresh floral garlands."
नृत्तवादित्रकुशला राक्षसेन्द्रभुजाङ्कगाः।वराभरणधारिण्यो निषण्णा ददृशे हरिः।।5.10.32।।,"Hanuman saw  the women there wearing fine jewellery, performing dances, playing musical instruments, and resting on the lap or leaning on the arms of the demon king."
वज्रवैडूर्यगर्भाणि श्रवणान्तेषु योषिताम्।ददर्श तापनीयानि कुण्डलान्यङ्गदानि च।।5.10.33।।,He noticed on the earlobes of the the women gold earrings decked with diamonds and vaidurya. They were wearing shining armlets of gold.
तासां चन्द्रोपमैर्वक्त्रैश्शुभैर्ललितकुण्डलैः।विरराज विमानं तन्नभस्तारागणैरिव।।5.10.34।।,There the beautiful moonlike faces of women Illumined by the lovely earrings lay on the cot which looked resplendent like the sky lit up with hosts of stars.
मदव्यायामखिन्नास्ता राक्षसेन्द्रस्य योषितः।तेषु तेष्ववकाशेषु प्रसुप्तास्तनुमध्यमाः।।5.10.35।।,"Exhausted by drinking and indulging in amorous sport, the consorts of Ravana slept here and there with their visible slender waists."
अङ्गहारैस्तथैवान्या कोमलैर्नृत्तशालिनी।विन्यस्तशुभसर्वाङ्गी प्रसुप्ता वरवर्णिनी।।5.10.36।।,Another woman exceedingly beautiful and a delicate danseuse of beautiful complexion and rhythmic movements held her limbs in a dancing posture (though asleep) due to her habit .  
काचिद्वीणां परिष्वज्य प्रसुप्ता सम्प्रकाशते।महानदीप्रकीर्णेव नलिनी पोतमाश्रिता।।5.10.37।।,"Another woman slept hugging her veena. She shone like a lotus plant flung in a large river, clinging on to a boat. (Veena is compared to a boat and the woman to a lotusplant in the ambience of flowing waters of the river. The entire hall had put up such a dynamic view showing hectic life of the inmates)."
अन्या कक्षगतेनैव मड्डुकेनासितेक्षणा।प्रसुप्ता भामिनी भाति बालपुत्रेव वत्सला।।5.10.38।।,A woman with dark eyes asleep with a drum placed in her armpit looked like a beautiful mother holding her loving baby (the drum was hung to her arm with a rope).
पटहं चारुसर्वाङ्गी पीड्य शेते शुभस्तनी।चिरस्य रमणं लब्ध्वा परिष्वज्येव भामिनी।।5.10.39।।,Another charming beauty endowed with beautiful breasts lay hugging a tambourine as though a passionate woman lay embracing her lover whom she secured after a long time.
काचिद्वंशं परिष्वज्य सुप्ता कमललोचना।रहः प्रियतमं गृह्य सकामेव च कामिनी।।5.10.40।।,Yet another lotuseyed lady slept embracing a lute as if a lovelorn woman lay clasping her lover.
विपञ्चीं परिगृह्यान्या नियता नृत्तशालिनी।निद्रावशमनुप्राप्ता सह कान्तेव भामिनी।।5.10.41।।,"Another selfpossessed lady, graceful in dance, holding a sevenstringed lute  was as though lying asleep with her beloved."
अन्या कनकसङ्काशैर्मृदुपीनैर्मनोरमैः।मृदङ्गं परिपीड्याङ्गैः प्रसुप्ता मत्तलोचना।।5.10.42।।,Another lady with drunken eyes lay fast asleep holding a drum close to her beautiful bosom with her soft limbs. (These images show that these women were singing and dancing till late night and slept exhausted).
भुजपार्श्वान्तरस्थेन कक्षगेन कृशोदरी।पणवेव सहानिन्द्या सुप्ता मदकृतश्रमा।।5.10.43।।,"Another lady of slender belly, who had been exhausted by drunkeness was lying with a tabor pressed to her bosom and inserted in her armpit. "
डिण्डिमं परिगृह्यान्या तथैवासक्तडिण्डिमा।प्रसुप्ता तरुणं वत्समुपगूह्येव भामिनी।।5.10.44।।,One lovely woman and another held a drum and slept as if they were hugging their young child.
काचिदाडम्बरं नारी भुजसंयोगपीडितम्।कृत्वा कमलपत्राक्षी प्रसुप्ता मदमोहिता।।5.10.45।।,Yet another with her eyes like lotus petals deluded with passion tightly held in her arms a musical instrument known as Adambaram and slept.
कलशीमपविध्यान्या प्रसुप्ता भाति भामिनी।वसन्ते पुष्पशबला मालेव परिमार्जिता।।5.10.46।।,"Another lovely lady was fast asleep, having turned a goblet of water  aside, yet another lay like a garland of variegated flowers in spring season."
पाणिभ्यां च कुचौ काचित्सुवर्णकलशोपमौ।उपगूह्याबला सुप्ता निद्राबलपराजिता।।5.10.47।।,Overcome with sleep another woman lay pressing with her own hands her golden gobletlike breasts.
अन्या कमलपत्राक्षी पूर्णेन्दुसदृशानना।अन्यामालिङ्ग्य सुश्रोणीं प्रसुप्ता मदविह्वला।।5.10.48।।,One woman with eyes like lotus petals and face like the fullmoon embraced another young woman of beautiful hips  and slept tipsy with drink.
आतोद्यानि विचित्राणि परिष्वज्य वरस्त्रियः।निपीड्य च कुचैस्सुप्ता कामिन्यः कामुकानिव।।5.10.49।।,Some charming maidens held wonderful musical instruments pressing against their bosom and slept like passionate women embracing their loved ones.
तासामेकान्तविन्यस्ते शयानां शयने शुभे।ददर्श रूपसम्पन्नामपरां स कपिः स्त्रियम्।।5.10.50।।,"Hanuman saw some maidens lying on separate excellent beds, women richly  endowed with beautysleeping."
मुक्तामणिसमायुक्तैर्भूषणैः सुविभूषिताम्।विभूषयन्तीमिव तत्स्वश्रिया भवनोत्तमम्।।5.10.51।।गौरीं कनकवर्णाभामिष्टामन्तः पुरेश्वरीम्।कपिर्मन्दोदरीं तत्र शयानां चारुरूपिणीम्।।5.10.52।।,"Then the vanara saw  a very beautiful woman of golden complexion decked with pearls and gems and with ornaments as if illuminating the excellent mansion with her splendour She was the king's favourite and the chief queen, Mandodari."
स तां दृष्ट्वा महाबाहुर्भूषितां मारुतात्मजः।तर्कयामास सीतेति रूपयौवनसम्पदा।।5.10.53।हर्षेण महता युक्तो ननन्द हरियूथपः।,"On seeing her embellished with ornaments, beauty and charm, the long armed son of the Windgod, the chief of the vanaras thought her to be Sita and rejoiced."
आस्फोटयामास चुचुम्ब पुच्छं ननन्द चिक्रीड जगौ जगाम।स्तम्भानरोहन्निपपात भूमौ निदर्शयन् स्वां प्रकृतिं कपीनाम्।।5.10.54।।,"He rejoiced clapping his palms, kissing his tail and jumping up, climbing up the pillars and jumping down on the ground in joy. Thus he exhibited his monkey nature.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये सुन्दरकाण्डे दशमस्सर्गः।Thus ends the tenth sarga of Sundarakanda of the holy Ramayana, the first epic composed by sage Valmiki."
[Hanuman mistakes Mandodari for Sita -- soon dismises his wrong inference -- sees the women of harem lying in disorder -- could not find Sita]अवधूय च तां बुद्धिं बभूवावस्थितस्तदा।जगाम चापरां चिन्तां सीतां प्रति महाकपिः।।5.11.1।।," The great vanara, having rejected his judgement, started thinking again. "
न रामेण वियुक्ता सा स्वप्तुमर्हति भामिनी।न भोक्तुं वाप्यलङ्कर्तुं न पानमुपसेवितुम्।।5.11.2।।नान्यं नरमुपस्थातुं सुराणामपि चेश्वरम्।न हि रामसमः कश्चिद्विद्यते त्रिदशेष्वपि।।5.11.3।।अन्येयमिति निश्चित्य पानभूमौ चचार सः।,"'Lovely Sita, being away from Rama, will not sleep, will not eat or drink or adorn herself. How can she approach any other man even if he is the king of gods for there is none equal to Rama even among gods'. Having thus decided, Hanuman strolled about the banquet hall."
क्रीडितेनापराः क्लान्ता गीतेन च तथाऽपराः।।5.11.4।।नृत्तेन चापराः क्लान्ताः पानविप्रहतास्तथा।,"Some women were fatigued after sporting, similarly some were exhausted after singing. Others were tired through dancing and some were worn out by continuous drinking."
मुरजेषु मृदङ्गेषु पीठिकासु च संस्थिताः।।5.11.5।।तथाऽऽस्तरणमुख्येषु संविष्टाश्चापराः स्त्रियः।,"Some women reclined on tabors, some on murajas, and some on drums and hassocks while some slept on excellent couches."
अङ्गनानां सहस्रेण भूषितेन विभूषणैः।।5.11.6।।रूपसल्लापशीलेन युक्तगीतार्थभाषिणा।देशकालाभियुक्तेन युक्तवाक्याभिधायिना।।5.11.7।।रताभिरतसंसुप्तं ददर्श हरियूथपः।,"The monkey leader saw thousands of  beautiful women asleep after long dalliance. Some of them were adorned with ornaments, some were good at arguments and versed in the appreciation of songs, some were aware of the appropriate time and place and some were adept in right expressions.  "
तासां मध्ये महाबाहुः शुशुभे राक्षसेश्वरः।।5.11.8।।गोष्ठे महति मुख्यानां गवां मध्ये यथा वृषः।,In the midst of these women the longarmed lord of demons shone like a (majestic) bull in a big cowshed.
स राक्षसेन्द्रः शुशुभे ताभिः परिवृतस्स्वयम्।।5.11.9।।करेणुभिर्यथाऽरण्ये परिकीर्णो महाद्विपः।,"Surrounded by the women, the demon king shone like a proud elephant attended by many female elephants scattered in a dense forest."
सर्वकामैरुपेतां च पानभूमिं महात्मनः।।5.11.10।।ददर्श हरिशार्दूलस्तस्य रक्षःपतेर्गृहे।,The tiger among vanaras saw at the great Ravana's palace a drinking place where everything one desires was provided. 
मृगाणां महिषाणां च वराहाणां च भागशः।।5.11.11।।तत्र न्यस्तानि मांसानि पानभूमौ ददर्श सः।,"There at the drinking hall the meat of deer, buffaloes and boars portioned and placed."
रौक्मेषु च विशालेषु भाजनेष्वर्धभक्षितान्।।5.11.12।।ददर्श हरिशार्दूलो मयूरान् कुक्कुटांस्तथा।,"The tiger among vanaras also saw there meat of peacocks and chicken placed in large golden vessels, some half eaten."
वराहवार्ध्राणसकान् दधिसौवर्चलायुतान्।।5.11.13।।शल्यान् मृगमयूरांश्च हनुमानन्ववैक्षत।,"Hanuman saw the meat of pigs and jungle fowls, deer, peacocks and bones marinated with yoghurt and special kinds of salt."
क्रकरान्विविधान् सिद्धांश्चकोरानर्धभक्षितान्।।5.11.14।।महिषानेकशल्यांश्च छागांश्च कृतनिष्ठितान्।लेह्यानुच्चावचान्पेयान् भोज्यानि विविधानि च।।5.11.15।।,"He saw several kinds of (nonvegetarian) food like cooked meat of fowls, ruddy geese, buffaloes, goats, fishes as well as food for licking. (Food is of four kinds  1) भक्ष्य which can be chewed 2) भोज्य ordinary solid, semisolid food which can be consumed  3) लेह्य food for licking  4) चोष्य liquid food (which can be sipped))."
तथाऽऽम्ललवणोत्तंसैर्विविधैरागषाडबैः।हारनूपुरकेयूरैरपविद्धैर्महाधनैः।।5.11.16।।   पानभाजनविक्षिप्तैः फलैश्च विविधैरपि।कृतपुष्पोपहारा भूरधिकं पुष्यति श्रियम्।।5.11.17।।,"The banquet hall looked splendid with food seasoned with salt and sour ingredients. There was ragashadavas (syrup made with grapes, pomegranates, different juices like half ripe mangoes and seasoned with ginger cardomom, butter etc). Heavy chains, anklets and shouldersstraps were thrown aside. (The people relaxed while eating and drinking and discarded heavy ornaments). Many glasses were found scattered or drinks spilt on the floor after use.Many fruits and flowers were kept."
तत्र तत्र च विन्यस्तै: सुश्लिष्टैश्शयनासनैः।पानभूमिर्विना वह्निं प्रदीप्तेवोपलक्ष्यते।।5.11.18।।,Good couches and different kinds of seats were wellarranged in the banquet hall. The place appeared as if it was glowing witout fire.
बहुप्रकारैर्विविधैर्वरसंस्कारसंस्कृतैः।मांसैः कुशलसम्पृक्तैः पानभूमिगतैः पृथक्।।5.11.19।।,In the banquet hall there were many types of meat arranged in a number of ways. They were cooked by experts by seasoning them with choicest ingredients.
दिव्याः प्रसन्ना विविधाः सुराः कृतसुरा अपि।शर्कराऽसवमाध्वीकपुष्पासवफलासवाः।।5.11.20।।वासचूर्णैश्च विविधैर्मृष्टास्तैस्तैः पृथक् पृथक्।,"There were many types of wonderful and pleasing wine extracted from sugarcane, honey , fruits and flowers. They were good even though fermented and made delicious by seasoning with aromatic spices."
सन्तता शुशुभे भूमिर्माल्यैश्च बहुसंस्थितैः।।5.11.21।।हिरण्मयैश्च विविधैर्भाजनैः स्फाटिकैरपि।जाम्बूनदमयैश्चान्यैः करकैरभिसंवृता।।5.11.22।।,"(The banquet hall) appeared beautiful with many kinds of garlands arranged in different locations. Also there were vessels made of pure gold, crystalware and jars spread all over."
राजतेषु च कुम्भेषु जाम्बूनदमयेषु च।पानश्रेष्ठं तदा भूरि कपिस्तत्र ददर्श ह।।5.11.23।।,Hanuman saw the best of wines in large quantities kept in silver and pure gold pots.
सोऽपश्यच्छातकुम्भानि सीधोर्मलामणिमयानि च।राजतानि च पूर्णानि भाजनानि महाकपिः।।5.11.24।।,The great monkey saw the wine jars made of gold and silver studded with crystals and gems.
क्वचिदल्पावशेषाणि क्वचित्पीतानि सर्वशः।क्वचिन्नैव प्रपीतानि पानानि स ददर्श ह।।5.11.25।।,"He saw wine jars at one place, some fully drained, and at another place not touched at all."
क्वचिद् भक्ष्यांश्च विविधान् क्वचित्पानानि भागशः।क्वचिदन्नावशेषाणि पश्यन्वै विचचार ह।।5.11.26।।,He moved about looking at different types of eatables and drinks arranged separately along with the left over food.
क्वचित्प्रभिन्नैः करकैः क्वचिदालोलितैर्घटैः।क्वचित्संपृक्तमाल्यानि जलानि च फलानि च।।5.11.27।।,"At some places he saw broken pots, at other places rolling pots and elsewhere flower garlands strewn and mixed up with water and fruits."
शयनान्यत्र नारीणां शुभ्राणि बहुधा पुनः।परस्परं समाश्लिष्य काश्चित्सुप्ता वराङ्गनाः।।5.11.28।।,"Hanuman saw many beds some unused and some occupied by lovely women sleeping, embracing one another."
काश्चिच्च वस्त्रमन्यस्यास्स्वपन्त्याः परिधाय च।आहृत्य चाबलाः सुप्ता निद्राबलपराजिताः।।5.11.29।।,Overcome with sleep some women pulled clothes of other women and covered their bodies with them.
तासामुच्छवासवातेन वस्त्रं माल्यं च गात्रजम्।नात्यर्थं स्पन्दते चित्रं प्राप्य मन्दमिवानिलम्।।5.11.30।।,The lovely clothes and garlands on the bodies of women were moving mildly by their exhalations as if shaken by the gentle breeze.
चन्दनस्य च शीतस्य शीधोर्मधुरसस्य च।विविधस्य च माल्यस्य धूपस्य विविधस्य च।।5.11.31।।बहुधा मारुतस्तत्र गन्धं विविधमुद्वहन्।,"With the many scents of cool sandal, of sweetsmelling wines of diverse kinds, as well as flower garlands of several types and of incense burning in that hall, the cool wind blew spreading several fragrances all over."
स्नानानां चन्दनानां च धूपानां चैव मूर्छितः।।5.11.32।।प्रववौ सुरभिर्गन्धो विमाने पुष्पके तदा।,The wind wafting through the Pushpaka chariot carried the fragrance of the cool sandalpaste used in bath and the sweet smell of wines and thick smoke of fragrance spread further.
श्यामावदातास्तत्रान्याः काश्चित्कृष्णा वराङ्गनाः।।5.11.33।।काश्चित् काञ्चनवर्णाङ्ग्यः प्रमदा राक्षसालये।,"There in the demons abode were women who were fair, some lovely with dark and others with golden complexion."
तासां निद्रावशत्वाच्च मदनेन विमूर्छितम्।।5.11.34।।पद्मिनीनां प्रसुप्तानां रूपमासीद्यथैव हि।,Withered due to indulgence in sex they were overcome with sleep. The charm of the women was like the lotus creepers with closed lotuses .
एवं सर्वमशेषेण रावणान्तः पुरं कपिः।।5.11.35।।ददर्श सुमहातेजाः न ददर्श च जानकीम्।,Brilliant Hanuman ransacked the harem of Ravana but found no Janaki.
निरीक्षमाणश्च तदा ताः स्त्रियः स महाकपिः।।5.11.36।।जगाम महतीं चिन्तां धर्मसाध्वसशङ्कितः।,The great monkey was very much worried as he thought he had transgressed the moral code by watching the women.
परदारावरोधस्य प्रसुप्तस्य निरीक्षणम्।।5.11.37।।इदं खलु ममात्यर्थं धर्मलोपं करिष्यति।,'Observing the wives of others in this manner in their inner chambers very much amounts to transgression of moral code  by me'. ( thought he)
न हि मे परदाराणां दृष्टिर्विषयवर्तिनी।।5.11.38।।अयं चात्र मया दृष्टः परदारापरिग्रहः।,"'I did see these wives of another, but not with a sensual mind. I have only seen them but not with foul intention'."
तस्य प्रादुरभूच्चिन्ता पुनरन्या मनस्विनः।।5.11.39।।निश्चितैकान्तचित्तस्य कार्यनिश्चयदर्शिनी।,"Another  bright idea struck the highly sensible Hanuman, who had a clear vision of the task ahead-- 'I was firm and singleminded in my direction regarding the task ahead' (thought he)."
कामं दृष्टा मया सर्वा विश्वस्ता रावणस्त्रियः।।5.11.40।।न हि मे मनसः किञ्चिद्वैकृत्यमुपजायते।,'It is true I saw all the loyal wives of Ravana but without any foul desire. Indeed in my mind no passionate feeling was ever aroused'.
मनो हि हेतुः सर्वेषामिन्द्रियाणां प्रवर्तने।।5.11.41।।शुभाशुभास्ववस्थासु तच्च मे सुव्यवस्थितम्।,'Mind propels the sense organs to do good or bad deeds. (But) my mind is firmly esatablished in righteousness'.
नान्यत्र हि मया शक्या वैदेही परिमार्गितुम्।।5.11.42।।स्त्रियो हि स्त्रीषु दृश्यन्ते सदा सम्परिमार्गणे।,'It is not possible for me to look for Vaidehi elsewhere. During such search operations one always looks for women among women.'
यस्य सत्त्वस्य या योनिस्तस्यां तत्परिमार्ग्यते।न शक्या प्रमदा नष्टा मृगीषु परिमार्गितुम्।।5.11.43।।,'One has to search a creature among its own species. It is not possible to find a lost woman in the herd of female deer'.
तदिदं मार्गितं तावच्छुद्धेन मनसा मया।।5.11.44।।रावणान्तःपुरं सर्वं दृश्यते न तु जानकी।,'I searched all over Ravana's harem with a pure mind but I have not seen Janaki'.
देवगन्धर्वकन्याश्च नागकन्याश्च वीर्यवान्।।5.11.45।।अवेक्षमाणो हनुमान्नैवापश्यत जानकीम्।,"Even while valiant Hanuman was looking among the daughters of gods, gandharvas and nagas he could not find Janaki."
तामपश्यन्कपिस्तत्र पश्यञ्श्चान्या परस्त्रियः।।5.11.46।।अपक्रम्य तदा वीरः प्रध्यातुमुपचक्रमे।,"Heroic Hanuman, unable to find Sita among the women, moved aside and started thinking."
स भूयस्तु परं श्रीमान् मारुतिर्यत्नमास्थितः।।5.11.47।।आपानभूमिमुत्सृज्य तद्विचेतुं प्रचक्रमे।,"Illustrious Hanuman left the banquet hall to renew his effort in search of Sita.इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये सुन्दरकाण्डे एकादशस्सर्गः।।Thus ends the eleventh sarga of Sundarakanda of the holy Ramayana, the first epic composed by sage Valmiki."
[Hanuman makes a thorough search of Ravana's palace for Sita.]स तस्य मध्ये भवनस्य मारुति र्लतागृहांश्चित्रगृहान्निशागृहान्।जगाम सीतां प्रति दर्शनोत्सुकोन चैव तां पश्यति चारुदर्शनाम्।।5.12.1।।,"Anxious to find Sita, Hanuman revisited the bowers of creepers, picture galleries and domitories located in the midst of the mansion, but  did not find that beautiful Sita."
स चिन्तयामास ततो महाकपिः प्रियामपश्यन्रघुनन्दनस्य ताम्।ध्रुवं हि सीता म्रियते यथा न मेविचिन्वतो दर्शनमेति मैथिली।।5.12.2।।,"The great monkey, unable to find the beloved of Rama thought Sita might not be surviving. So he started thinking, ' I could not see her even though I have searched all over'."
सा राक्षसानां प्रवरेण जानकी स्वशीलसंरक्ष्णतत्परा सती।अनेन नूनं प्रति दुष्टकर्मणा हता भवेदार्यपथे परे स्थिता।।5.12.3।।,"'Janaki, follower of noble path, anxious to protect her chastity must have been killed by the wicked demon king."
विरूपरूपा विकृता विवर्चसो महानना दीर्घविरूपदर्शनाः।समीक्ष्य सा राक्षसराजयोषितो भयाद्विनष्टा जनकेश्वरात्मजा।।5.12.4।।,"'The daughter of Janaka might have collapsed out of fear, looking at the distorted faces of ugly, tall and monstrous demon maids of Ravana."
सीतामदृष्ट्वा ह्यनवाप्य पौरुषंविहृत्य कालं सह वानरैश्चिरम्।न मेऽस्ति सुग्रीवसमीपगा गतिःसुतीक्ष्णदण्डो बलवांश्च वानरः।।5.12.5।।,'I have spent a long time with vanaras. I have not  succeded in my efforts to find Sita. I dare not see Sugriva now without finding Sita and without fulfilling my task. Sugriva will punish me severely. There is no way out.'
दृष्टमन्तःपुरं सर्वं दृष्टा रावणयोषितः।न सीता दृश्यते साध्वीवृथा जातो मम श्रमः।।5.12.6।।,'I have searched all over the harem. Ravana's women have been seen. (Yet) I have not been able to see noble Sita. My efforts have been wasted'.
किं नु मां वानराः सर्वे गतं वक्ष्यन्ति सङ्गताः।गत्वा तत्र त्वया वीर किं कृतं तद्वदस्व नः।।5.12.7।।,"'What will the vanaras say when I return? What should I speak when they ask me: O hero, what did you accomplish there?'"
अदृष्ट्वा किं प्रवक्ष्यामि तामहं जनकात्मजाम्।ध्रुवं प्रायमुपैष्यन्ति कालस्य व्यतिवर्तने।।5.12.8।।,"'Since the time limit has exceeded and Janaki is not spotted, surely the vanaras would sit and wait unto death. What am I going to say'?"
